label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	1	1	1	0	1	1	1	0	0	165
x1	1	0	0	0	2	0	0	2	0	2	2	0	1	0	159
x1	1	0	0	0	3	0	2	1	0	2	0	0	0	1	169
x1	2	0	0	1	1	1	1	1	0	1	1	1	0	0	160
x1	2	0	0	1	2	0	0	2	0	2	2	0	1	0	156
x1	2	0	0	1	3	0	2	1	0	2	0	0	0	1	166
x2	0	1	0	0	1	1	0	0	0	0	0	1	0	0	94
x2	0	1	0	0	2	2	1	1	2	0	1	0	1	0	96
x2	0	1	0	0	3	1	0	0	1	0	2	0	0	1	84
x2	0	2	0	1	1	1	0	0	0	0	0	1	0	0	92
x2	0	2	0	1	2	2	1	1	2	0	1	0	1	0	97
x2	0	2	0	1	3	1	0	0	1	0	2	0	0	1	96
x3	0	0	1	0	1	1	1	0	0	1	0	1	0	0	72
x3	0	0	1	0	2	1	0	0	1	2	0	0	1	0	76
x3	0	0	1	0	3	0	0	1	0	0	0	0	0	1	67
x3	0	0	2	1	1	1	1	0	0	1	0	1	0	0	71
x3	0	0	2	1	2	1	0	0	1	2	0	0	1	0	76
x3	0	0	2	1	3	0	0	1	0	0	0	0	0	1	68
x1+x2+x3	1	1	1	0	1	2	2	0	1	2	0	1	0	0	50
x1+x2+x3	1	1	1	0	2	1	0	0	1	2	0	0	1	0	50
x1+x2+x3	1	1	1	0	3	0	2	2	0	2	1	0	0	1	57
x1+x2+x3	2	2	2	1	1	2	2	0	1	2	0	1	0	0	51
x1+x2+x3	2	2	2	1	2	1	0	0	1	2	0	0	1	0	49
x1+x2+x3	2	2	2	1	3	0	2	2	0	2	1	0	0	1	55
x1+x2	1	1	0	0	1	1	0	2	0	0	2	1	0	0	58
x1+x2	1	1	0	0	2	2	2	1	2	1	1	0	1	0	48
x1+x2	1	1	0	0	3	2	1	1	2	1	0	0	0	1	57
x1+x2	2	2	0	1	1	1	0	2	0	0	2	1	0	0	58
x1+x2	2	2	0	1	2	2	2	1	2	1	1	0	1	0	48
x1+x2	2	2	0	1	3	2	1	1	2	1	0	0	0	1	58
x1+x3	1	0	1	0	1	1	0	0	0	0	0	1	0	0	101
x1+x3	1	0	1	0	2	2	2	1	2	1	1	0	1	0	159
x1+x3	1	0	1	0	3	2	0	2	2	0	1	0	0	1	153
x1+x3	2	0	2	1	1	1	0	0	0	0	0	1	0	0	98
x1+x3	2	0	2	1	2	2	2	1	2	1	1	0	1	0	151
x1+x3	2	0	2	1	3	2	0	2	2	0	1	0	0	1	150
