label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	0	2	0	0	2	0	0	0	0	215
x1	1	0	0	0	2	0	1	2	0	2	2	0	2	0	209
x1	1	0	0	0	3	0	2	2	0	2	1	0	0	1	2389
x1	2	0	0	1	1	0	2	0	0	2	0	0	0	0	196
x1	2	0	0	1	2	0	1	2	0	2	2	0	2	0	201
x1	2	0	0	1	3	0	2	2	0	2	1	0	0	1	200
x2	0	1	0	0	1	2	0	2	2	0	2	0	0	0	51
x2	0	1	0	0	2	1	2	0	1	0	0	0	2	0	34
x2	0	1	0	0	3	0	0	2	0	0	1	0	0	1	48
x2	0	2	0	1	1	2	0	2	2	0	2	0	0	0	168
x2	0	2	0	1	2	1	2	0	1	0	0	0	2	0	146
x2	0	2	0	1	3	0	0	2	0	0	1	0	0	1	55
x3	0	0	1	0	1	2	1	0	2	1	0	0	0	0	109
x3	0	0	1	0	2	2	0	0	2	1	0	0	2	0	112
x3	0	0	1	0	3	0	1	1	0	1	0	0	0	1	108
x3	0	0	2	1	1	2	1	0	2	1	0	0	0	0	103
x3	0	0	2	1	2	2	0	0	2	1	0	0	2	0	103
x3	0	0	2	1	3	0	1	1	0	1	0	0	0	1	80
x1+x2+x3	1	1	1	0	1	0	1	2	0	1	2	0	0	0	110
x1+x2+x3	1	1	1	0	2	2	1	2	2	2	2	0	2	0	219
x1+x2+x3	1	1	1	0	3	1	2	1	1	2	0	0	0	1	212
x1+x2+x3	2	2	2	1	1	0	1	2	0	1	2	0	0	0	203
x1+x2+x3	2	2	2	1	2	2	1	2	2	2	2	0	2	0	197
x1+x2+x3	2	2	2	1	3	1	2	1	1	2	0	0	0	1	134
x1+x2	1	1	0	0	1	0	0	2	0	0	2	0	0	0	189
x1+x2	1	1	0	0	2	0	2	1	0	0	1	0	2	0	206
x1+x2	1	1	0	0	3	1	2	1	1	2	0	0	0	1	207
x1+x2	2	2	0	1	1	0	0	2	0	0	2	0	0	0	160
x1+x2	2	2	0	1	2	0	2	1	0	0	1	0	2	0	199
x1+x2	2	2	0	1	3	1	2	1	1	2	0	0	0	1	195
x1+x3	1	0	1	0	1	2	2	1	2	2	1	0	0	0	176
x1+x3	1	0	1	0	2	0	0	0	0	1	0	0	2	0	209
x1+x3	1	0	1	0	3	1	1	0	1	1	2	0	0	1	181
x1+x3	2	0	2	1	1	2	2	1	2	2	1	0	0	0	208
x1+x3	2	0	2	1	2	0	0	0	0	1	0	0	2	0	192
x1+x3	2	0	2	1	3	1	1	0	1	1	2	0	0	1	187
