label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	2	2	1	0	2	1	2	0	0	131
x1	1	0	0	0	2	0	2	1	0	0	1	0	2	0	129
x1	1	0	0	0	3	0	0	2	0	0	1	0	0	1	137
x1	2	0	0	1	1	2	2	1	0	2	1	2	0	0	137
x1	2	0	0	1	2	0	2	1	0	0	1	0	2	0	131
x1	2	0	0	1	3	0	0	2	0	0	1	0	0	1	138
x2	0	1	0	0	1	2	0	1	0	0	1	2	0	0	58
x2	0	1	0	0	2	2	2	1	2	0	1	0	2	0	60
x2	0	1	0	0	3	0	0	1	0	0	0	0	0	1	51
x2	0	2	0	1	1	2	0	1	0	0	1	2	0	0	57
x2	0	2	0	1	2	2	2	1	2	0	1	0	2	0	63
x2	0	2	0	1	3	0	0	1	0	0	0	0	0	1	52
x3	0	0	1	0	1	0	1	0	1	1	0	2	0	0	66
x3	0	0	1	0	2	2	1	0	2	2	0	0	2	0	51
x3	0	0	1	0	3	2	1	1	2	1	0	0	0	1	58
x3	0	0	2	1	1	0	1	0	1	1	0	2	0	0	65
x3	0	0	2	1	2	2	1	0	2	2	0	0	2	0	51
x3	0	0	2	1	3	2	1	1	2	1	0	0	0	1	52
x1+x2+x3	1	1	1	0	1	0	0	2	1	0	2	2	0	0	95
x1+x2+x3	1	1	1	0	2	1	1	0	1	2	0	0	2	0	97
x1+x2+x3	1	1	1	0	3	0	0	1	0	0	0	0	0	1	76
x1+x2+x3	2	2	2	1	1	0	0	2	1	0	2	2	0	0	96
x1+x2+x3	2	2	2	1	2	1	1	0	1	2	0	0	2	0	97
x1+x2+x3	2	2	2	1	3	0	0	1	0	0	0	0	0	1	78
x1+x2	1	1	0	0	1	2	0	0	0	0	0	2	0	0	85
x1+x2	1	1	0	0	2	0	2	0	0	0	0	0	2	0	86
x1+x2	1	1	0	0	3	0	0	0	0	0	2	0	0	1	96
x1+x2	2	2	0	1	1	2	0	0	0	0	0	2	0	0	90
x1+x2	2	2	0	1	2	0	2	0	0	0	0	0	2	0	88
x1+x2	2	2	0	1	3	0	0	0	0	0	2	0	0	1	87
x1+x3	1	0	1	0	1	1	0	1	2	0	1	2	0	0	114
x1+x3	1	0	1	0	2	1	2	2	1	0	2	0	2	0	114
x1+x3	1	0	1	0	3	0	1	1	0	1	0	0	0	1	114
x1+x3	2	0	2	1	1	1	0	1	2	0	1	2	0	0	114
x1+x3	2	0	2	1	2	1	2	2	1	0	2	0	2	0	115
x1+x3	2	0	2	1	3	0	1	1	0	1	0	0	0	1	115
