label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	1	1	0	0	1	0	1	0	0	72
x1	1	0	0	0	2	0	1	2	0	0	2	0	1	0	78
x1	1	0	0	0	3	0	2	0	0	2	2	0	0	1	74
x1	2	0	0	1	1	1	1	0	0	1	0	1	0	0	70
x1	2	0	0	1	2	0	1	2	0	0	2	0	1	0	80
x1	2	0	0	1	3	0	2	0	0	2	2	0	0	1	79
x2	0	1	0	0	1	0	0	1	2	0	1	1	0	0	54
x2	0	1	0	0	2	1	1	2	1	0	2	0	1	0	77
x2	0	1	0	0	3	0	0	2	0	0	1	0	0	1	54
x2	0	2	0	1	1	0	0	1	2	0	1	1	0	0	55
x2	0	2	0	1	2	1	1	2	1	0	2	0	1	0	62
x2	0	2	0	1	3	0	0	2	0	0	1	0	0	1	54
x3	0	0	1	0	1	2	2	0	1	2	0	1	0	0	90
x3	0	0	1	0	2	0	0	0	0	2	0	0	1	0	106
x3	0	0	1	0	3	1	2	1	1	2	0	0	0	1	90
x3	0	0	2	1	1	2	2	0	1	2	0	1	0	0	92
x3	0	0	2	1	2	0	0	0	0	2	0	0	1	0	108
x3	0	0	2	1	3	1	2	1	1	2	0	0	0	1	93
x1+x2+x3	1	1	1	0	1	1	0	0	0	0	0	1	0	0	183
x1+x2+x3	1	1	1	0	2	1	0	0	1	2	0	0	1	0	193
x1+x2+x3	1	1	1	0	3	2	1	1	2	1	0	0	0	1	196
x1+x2+x3	2	2	2	1	1	1	0	0	0	0	0	1	0	0	190
x1+x2+x3	2	2	2	1	2	1	0	0	1	2	0	0	1	0	189
x1+x2+x3	2	2	2	1	3	2	1	1	2	1	0	0	0	1	190
x1+x2	1	1	0	0	1	0	1	1	2	1	1	1	0	0	114
x1+x2	1	1	0	0	2	0	1	0	0	0	0	0	1	0	105
x1+x2	1	1	0	0	3	1	2	0	1	2	2	0	0	1	109
x1+x2	2	2	0	1	1	0	1	1	2	1	1	1	0	0	111
x1+x2	2	2	0	1	2	0	1	0	0	0	0	0	1	0	102
x1+x2	2	2	0	1	3	1	2	0	1	2	2	0	0	1	110
x1+x3	1	0	1	0	1	0	1	1	2	1	1	1	0	0	106
x1+x3	1	0	1	0	2	1	2	2	1	1	2	0	1	0	100
x1+x3	1	0	1	0	3	1	0	0	1	0	2	0	0	1	105
x1+x3	2	0	2	1	1	0	1	1	2	1	1	1	0	0	96
x1+x3	2	0	2	1	2	1	2	2	1	1	2	0	1	0	100
x1+x3	2	0	2	1	3	1	0	0	1	0	2	0	0	1	100
