label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	1	2	1	0	2	1	1	0	0	133
x1	1	0	0	0	2	0	2	1	0	0	1	0	2	0	139
x1	1	0	0	0	3	0	0	1	0	0	2	0	0	2	135
x1	2	0	0	1	1	1	2	1	0	2	1	1	0	0	126
x1	2	0	0	1	2	0	2	1	0	0	1	0	2	0	139
x1	2	0	0	1	3	0	0	1	0	0	2	0	0	2	139
x2	0	1	0	0	1	0	0	1	2	0	1	1	0	0	139
x2	0	1	0	0	2	1	2	0	1	0	0	0	2	0	139
x2	0	1	0	0	3	0	0	1	0	0	2	0	0	2	164
x2	0	2	0	1	1	0	0	1	2	0	1	1	0	0	140
x2	0	2	0	1	2	1	2	0	1	0	0	0	2	0	145
x2	0	2	0	1	3	0	0	1	0	0	2	0	0	2	133
x3	0	0	1	0	1	2	2	0	1	2	0	1	0	0	155
x3	0	0	1	0	2	1	2	0	1	0	0	0	2	0	158
x3	0	0	1	0	3	1	0	2	1	0	0	0	0	2	160
x3	0	0	2	1	1	2	2	0	1	2	0	1	0	0	177
x3	0	0	2	1	2	1	2	0	1	0	0	0	2	0	162
x3	0	0	2	1	3	1	0	2	1	0	0	0	0	2	195
x1+x2+x3	1	1	1	0	1	1	1	2	0	1	2	1	0	0	118
x1+x2+x3	1	1	1	0	2	2	1	2	2	2	2	0	2	0	91
x1+x2+x3	1	1	1	0	3	1	2	2	1	2	0	0	0	2	87
x1+x2+x3	2	2	2	1	1	1	1	2	0	1	2	1	0	0	107
x1+x2+x3	2	2	2	1	2	2	1	2	2	2	2	0	2	0	92
x1+x2+x3	2	2	2	1	3	1	2	2	1	2	0	0	0	2	83
x1+x2	1	1	0	0	1	2	2	0	1	2	0	1	0	0	246
x1+x2	1	1	0	0	2	2	0	2	2	1	2	0	2	0	198
x1+x2	1	1	0	0	3	0	0	1	0	0	2	0	0	2	184
x1+x2	2	2	0	1	1	2	2	0	1	2	0	1	0	0	253
x1+x2	2	2	0	1	2	2	0	2	2	1	2	0	2	0	185
x1+x2	2	2	0	1	3	0	0	1	0	0	2	0	0	2	182
x1+x3	1	0	1	0	1	2	2	2	1	2	2	1	0	0	113
x1+x3	1	0	1	0	2	0	0	0	0	1	0	0	2	0	163
x1+x3	1	0	1	0	3	0	0	2	0	0	0	0	0	2	97
x1+x3	2	0	2	1	1	2	2	2	1	2	2	1	0	0	196
x1+x3	2	0	2	1	2	0	0	0	0	1	0	0	2	0	212
x1+x3	2	0	2	1	3	0	0	2	0	0	0	0	0	2	105
