label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	1	1	1	0	1	1	1	0	0	120
x1	1	0	0	0	2	0	0	0	0	2	0	0	1	0	115
x1	1	0	0	0	3	0	2	1	0	2	0	0	0	1	120
x1	2	0	0	1	1	1	1	1	0	1	1	1	0	0	124
x1	2	0	0	1	2	0	0	0	0	2	0	0	1	0	122
x1	2	0	0	1	3	0	2	1	0	2	0	0	0	1	122
x2	0	1	0	0	1	0	0	2	2	0	2	1	0	0	77
x2	0	1	0	0	2	0	1	0	0	0	0	0	1	0	46
x2	0	1	0	0	3	1	0	1	1	0	0	0	0	1	61
x2	0	2	0	1	1	0	0	2	2	0	2	1	0	0	61
x2	0	2	0	1	2	0	1	0	0	0	0	0	1	0	47
x2	0	2	0	1	3	1	0	1	1	0	0	0	0	1	61
x3	0	0	1	0	1	0	1	0	2	1	0	1	0	0	54
x3	0	0	1	0	2	2	2	0	2	1	0	0	1	0	73
x3	0	0	1	0	3	1	1	1	1	1	0	0	0	1	56
x3	0	0	2	1	1	0	1	0	2	1	0	1	0	0	54
x3	0	0	2	1	2	2	2	0	2	1	0	0	1	0	74
x3	0	0	2	1	3	1	1	1	1	1	0	0	0	1	56
x1+x2+x3	1	1	1	0	1	1	1	2	0	1	2	1	0	0	117
x1+x2+x3	1	1	1	0	2	0	1	0	0	0	0	0	1	0	122
x1+x2+x3	1	1	1	0	3	0	0	1	0	0	0	0	0	1	121
x1+x2+x3	2	2	2	1	1	1	1	2	0	1	2	1	0	0	120
x1+x2+x3	2	2	2	1	2	0	1	0	0	0	0	0	1	0	120
x1+x2+x3	2	2	2	1	3	0	0	1	0	0	0	0	0	1	117
x1+x2	1	1	0	0	1	0	1	0	2	1	0	1	0	0	17
x1+x2	1	1	0	0	2	0	1	1	0	0	1	0	1	0	14
x1+x2	1	1	0	0	3	2	1	2	2	1	1	0	0	1	18
x1+x2	2	2	0	1	1	0	1	0	2	1	0	1	0	0	15
x1+x2	2	2	0	1	2	0	1	1	0	0	1	0	1	0	8
x1+x2	2	2	0	1	3	2	1	2	2	1	1	0	0	1	15
x1+x3	1	0	1	0	1	0	0	1	2	0	1	1	0	0	189
x1+x3	1	0	1	0	2	2	0	1	2	2	1	0	1	0	180
x1+x3	1	0	1	0	3	0	2	1	0	2	0	0	0	1	188
x1+x3	2	0	2	1	1	0	0	1	2	0	1	1	0	0	184
x1+x3	2	0	2	1	2	2	0	1	2	2	1	0	1	0	175
x1+x3	2	0	2	1	3	0	2	1	0	2	0	0	0	1	185
