label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	1	1	0	0	1	0	1	0	0	367
x1	1	0	0	0	2	0	1	0	0	0	0	0	1	0	390
x1	1	0	0	0	3	0	1	0	0	1	2	0	0	1	272
x1	2	0	0	1	1	1	1	0	0	1	0	1	0	0	383
x1	2	0	0	1	2	0	1	0	0	0	0	0	1	0	367
x1	2	0	0	1	3	0	1	0	0	1	2	0	0	1	276
x2	0	1	0	0	1	2	0	0	1	0	0	1	0	0	151
x2	0	1	0	0	2	0	1	0	0	0	0	0	1	0	178
x2	0	1	0	0	3	0	0	1	0	0	0	0	0	1	172
x2	0	2	0	1	1	2	0	0	1	0	0	1	0	0	197
x2	0	2	0	1	2	0	1	0	0	0	0	0	1	0	193
x2	0	2	0	1	3	0	0	1	0	0	0	0	0	1	168
x3	0	0	1	0	1	1	2	0	0	2	0	1	0	0	155
x3	0	0	1	0	2	0	2	0	0	1	0	0	1	0	115
x3	0	0	1	0	3	2	0	1	2	0	0	0	0	1	160
x3	0	0	2	1	1	1	2	0	0	2	0	1	0	0	170
x3	0	0	2	1	2	0	2	0	0	1	0	0	1	0	141
x3	0	0	2	1	3	2	0	1	2	0	0	0	0	1	146
x1+x2+x3	1	1	1	0	1	0	2	2	2	2	2	1	0	0	145
x1+x2+x3	1	1	1	0	2	2	0	2	2	2	2	0	1	0	261
x1+x2+x3	1	1	1	0	3	2	0	2	2	0	1	0	0	1	223
x1+x2+x3	2	2	2	1	1	0	2	2	2	2	2	1	0	0	151
x1+x2+x3	2	2	2	1	2	2	0	2	2	2	2	0	1	0	264
x1+x2+x3	2	2	2	1	3	2	0	2	2	0	1	0	0	1	217
x1+x2	1	1	0	0	1	2	2	2	1	2	2	1	0	0	123
x1+x2	1	1	0	0	2	2	2	1	2	1	1	0	1	0	218
x1+x2	1	1	0	0	3	2	1	0	2	1	2	0	0	1	141
x1+x2	2	2	0	1	1	2	2	2	1	2	2	1	0	0	115
x1+x2	2	2	0	1	2	2	2	1	2	1	1	0	1	0	140
x1+x2	2	2	0	1	3	2	1	0	2	1	2	0	0	1	119
x1+x3	1	0	1	0	1	2	1	2	1	1	2	1	0	0	174
x1+x3	1	0	1	0	2	0	2	0	0	1	0	0	1	0	317
x1+x3	1	0	1	0	3	2	1	2	2	1	1	0	0	1	223
x1+x3	2	0	2	1	1	2	1	2	1	1	2	1	0	0	217
x1+x3	2	0	2	1	2	0	2	0	0	1	0	0	1	0	329
x1+x3	2	0	2	1	3	2	1	2	2	1	1	0	0	1	218
