label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	2	0	0	0	0	0	2	0	0	75
x1	1	0	0	0	2	0	2	1	0	1	1	0	1	0	83
x1	1	0	0	0	3	0	0	0	0	0	2	0	0	1	85
x1	2	0	0	1	1	2	0	0	0	0	0	2	0	0	76
x1	2	0	0	1	2	0	2	1	0	1	1	0	1	0	85
x1	2	0	0	1	3	0	0	0	0	0	2	0	0	1	88
x2	0	1	0	0	1	0	0	0	1	0	0	2	0	0	139
x2	0	1	0	0	2	0	1	0	0	0	0	0	1	0	127
x2	0	1	0	0	3	2	0	0	2	0	2	0	0	1	97
x2	0	2	0	1	1	0	0	0	1	0	0	2	0	0	140
x2	0	2	0	1	2	0	1	0	0	0	0	0	1	0	127
x2	0	2	0	1	3	2	0	0	2	0	2	0	0	1	136
x3	0	0	1	0	1	1	1	0	2	1	0	2	0	0	99
x3	0	0	1	0	2	2	1	0	2	0	0	0	1	0	98
x3	0	0	1	0	3	0	1	1	0	1	0	0	0	1	91
x3	0	0	2	1	1	1	1	0	2	1	0	2	0	0	89
x3	0	0	2	1	2	2	1	0	2	0	0	0	1	0	97
x3	0	0	2	1	3	0	1	1	0	1	0	0	0	1	61
x1+x2+x3	1	1	1	0	1	0	2	0	1	2	0	2	0	0	114
x1+x2+x3	1	1	1	0	2	1	2	1	1	1	1	0	1	0	81
x1+x2+x3	1	1	1	0	3	0	0	1	0	0	0	0	0	1	112
x1+x2+x3	2	2	2	1	1	0	2	0	1	2	0	2	0	0	116
x1+x2+x3	2	2	2	1	2	1	2	1	1	1	1	0	1	0	82
x1+x2+x3	2	2	2	1	3	0	0	1	0	0	0	0	0	1	113
x1+x2	1	1	0	0	1	2	0	2	0	0	2	2	0	0	79
x1+x2	1	1	0	0	2	1	0	1	1	2	1	0	1	0	80
x1+x2	1	1	0	0	3	2	1	1	2	1	0	0	0	1	101
x1+x2	2	2	0	1	1	2	0	2	0	0	2	2	0	0	104
x1+x2	2	2	0	1	2	1	0	1	1	2	1	0	1	0	101
x1+x2	2	2	0	1	3	2	1	1	2	1	0	0	0	1	69
x1+x3	1	0	1	0	1	0	2	2	1	2	2	2	0	0	135
x1+x3	1	0	1	0	2	1	1	2	1	0	2	0	1	0	86
x1+x3	1	0	1	0	3	0	2	1	0	2	0	0	0	1	133
x1+x3	2	0	2	1	1	0	2	2	1	2	2	2	0	0	136
x1+x3	2	0	2	1	2	1	1	2	1	0	2	0	1	0	84
x1+x3	2	0	2	1	3	0	2	1	0	2	0	0	0	1	86
