label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	1	1	1	0	1	1	1	0	0	50
x1	1	0	0	0	2	0	1	0	0	0	0	0	1	0	53
x1	1	0	0	0	3	0	1	1	0	1	0	0	0	1	57
x1	2	0	0	1	1	1	1	1	0	1	1	1	0	0	69
x1	2	0	0	1	2	0	1	0	0	0	0	0	1	0	53
x1	2	0	0	1	3	0	1	1	0	1	0	0	0	1	68
x2	0	1	0	0	1	1	0	2	0	0	2	1	0	0	53
x2	0	1	0	0	2	1	1	2	1	0	2	0	1	0	52
x2	0	1	0	0	3	2	0	0	2	0	2	0	0	1	52
x2	0	2	0	1	1	1	0	2	0	0	2	1	0	0	48
x2	0	2	0	1	2	1	1	2	1	0	2	0	1	0	44
x2	0	2	0	1	3	2	0	0	2	0	2	0	0	1	43
x3	0	0	1	0	1	1	1	0	0	1	0	1	0	0	72
x3	0	0	1	0	2	0	2	0	0	1	0	0	1	0	76
x3	0	0	1	0	3	0	2	1	0	2	0	0	0	1	73
x3	0	0	2	1	1	1	1	0	0	1	0	1	0	0	76
x3	0	0	2	1	2	0	2	0	0	1	0	0	1	0	78
x3	0	0	2	1	3	0	2	1	0	2	0	0	0	1	79
x1+x2+x3	1	1	1	0	1	0	2	2	2	2	2	1	0	0	6
x1+x2+x3	1	1	1	0	2	2	2	0	2	1	0	0	1	0	8
x1+x2+x3	1	1	1	0	3	0	2	2	0	2	1	0	0	1	7
x1+x2+x3	2	2	2	1	1	0	2	2	2	2	2	1	0	0	6
x1+x2+x3	2	2	2	1	2	2	2	0	2	1	0	0	1	0	7
x1+x2+x3	2	2	2	1	3	0	2	2	0	2	1	0	0	1	7
x1+x2	1	1	0	0	1	1	0	1	0	0	1	1	0	0	94
x1+x2	1	1	0	0	2	0	1	2	0	0	2	0	1	0	78
x1+x2	1	1	0	0	3	1	2	0	1	2	2	0	0	1	100
x1+x2	2	2	0	1	1	1	0	1	0	0	1	1	0	0	95
x1+x2	2	2	0	1	2	0	1	2	0	0	2	0	1	0	74
x1+x2	2	2	0	1	3	1	2	0	1	2	2	0	0	1	101
x1+x3	1	0	1	0	1	1	2	0	0	2	0	1	0	0	98
x1+x3	1	0	1	0	2	0	1	0	0	0	0	0	1	0	83
x1+x3	1	0	1	0	3	2	1	2	2	1	1	0	0	1	98
x1+x3	2	0	2	1	1	1	2	0	0	2	0	1	0	0	97
x1+x3	2	0	2	1	2	0	1	0	0	0	0	0	1	0	84
x1+x3	2	0	2	1	3	2	1	2	2	1	1	0	0	1	98
