label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	101
x1	1	0	0	0	2	0	1	1	0	2	1	0	2	0	122
x1	1	0	0	0	3	0	1	0	0	1	2	0	0	1	113
x1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	100
x1	2	0	0	1	2	0	1	1	0	2	1	0	2	0	106
x1	2	0	0	1	3	0	1	0	0	1	2	0	0	1	125
x2	0	1	0	0	1	0	0	2	0	0	2	0	0	0	68
x2	0	1	0	0	2	1	2	0	1	0	0	0	2	0	65
x2	0	1	0	0	3	0	0	1	0	0	0	0	0	1	54
x2	0	2	0	1	1	0	0	2	0	0	2	0	0	0	69
x2	0	2	0	1	2	1	2	0	1	0	0	0	2	0	76
x2	0	2	0	1	3	0	0	1	0	0	0	0	0	1	53
x3	0	0	1	0	1	1	1	0	1	1	0	0	0	0	51
x3	0	0	1	0	2	2	1	0	2	2	0	0	2	0	48
x3	0	0	1	0	3	2	1	1	2	1	0	0	0	1	51
x3	0	0	2	1	1	1	1	0	1	1	0	0	0	0	48
x3	0	0	2	1	2	2	1	0	2	2	0	0	2	0	47
x3	0	0	2	1	3	2	1	1	2	1	0	0	0	1	50
x1+x2+x3	1	1	1	0	1	1	0	2	1	0	2	0	0	0	214
x1+x2+x3	1	1	1	0	2	2	2	1	2	0	1	0	2	0	197
x1+x2+x3	1	1	1	0	3	2	1	1	2	1	0	0	0	1	217
x1+x2+x3	2	2	2	1	1	1	0	2	1	0	2	0	0	0	210
x1+x2+x3	2	2	2	1	2	2	2	1	2	0	1	0	2	0	211
x1+x2+x3	2	2	2	1	3	2	1	1	2	1	0	0	0	1	220
x1+x2	1	1	0	0	1	0	0	1	0	0	1	0	0	0	110
x1+x2	1	1	0	0	2	0	2	1	0	0	1	0	2	0	108
x1+x2	1	1	0	0	3	2	1	0	2	1	2	0	0	1	106
x1+x2	2	2	0	1	1	0	0	1	0	0	1	0	0	0	108
x1+x2	2	2	0	1	2	0	2	1	0	0	1	0	2	0	108
x1+x2	2	2	0	1	3	2	1	0	2	1	2	0	0	1	106
x1+x3	1	0	1	0	1	1	2	2	1	2	2	0	0	0	159
x1+x3	1	0	1	0	2	1	1	2	1	2	2	0	2	0	159
x1+x3	1	0	1	0	3	2	2	2	2	2	1	0	0	1	164
x1+x3	2	0	2	1	1	1	2	2	1	2	2	0	0	0	101
x1+x3	2	0	2	1	2	1	1	2	1	2	2	0	2	0	159
x1+x3	2	0	2	1	3	2	2	2	2	2	1	0	0	1	165
