label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	1	1	2	0	1	2	1	0	0	204
x1	1	0	0	0	2	0	1	2	0	0	2	0	1	0	199
x1	1	0	0	0	3	0	1	1	0	1	0	0	0	1	89
x1	2	0	0	1	1	1	1	2	0	1	2	1	0	0	203
x1	2	0	0	1	2	0	1	2	0	0	2	0	1	0	201
x1	2	0	0	1	3	0	1	1	0	1	0	0	0	1	204
x2	0	1	0	0	1	0	0	0	2	0	0	1	0	0	18
x2	0	1	0	0	2	2	1	0	2	0	0	0	1	0	220
x2	0	1	0	0	3	2	0	1	2	0	0	0	0	1	22
x2	0	2	0	1	1	0	0	0	2	0	0	1	0	0	19
x2	0	2	0	1	2	2	1	0	2	0	0	0	1	0	19
x2	0	2	0	1	3	2	0	1	2	0	0	0	0	1	20
x3	0	0	1	0	1	2	1	0	1	1	0	1	0	0	43
x3	0	0	1	0	2	2	1	0	2	0	0	0	1	0	45
x3	0	0	1	0	3	2	1	1	2	1	0	0	0	1	44
x3	0	0	2	1	1	2	1	0	1	1	0	1	0	0	44
x3	0	0	2	1	2	2	1	0	2	0	0	0	1	0	44
x3	0	0	2	1	3	2	1	1	2	1	0	0	0	1	43
x1+x2+x3	1	1	1	0	1	1	1	2	0	1	2	1	0	0	106
x1+x2+x3	1	1	1	0	2	0	0	1	0	2	1	0	1	0	111
x1+x2+x3	1	1	1	0	3	2	1	1	2	1	0	0	0	1	106
x1+x2+x3	2	2	2	1	1	1	1	2	0	1	2	1	0	0	102
x1+x2+x3	2	2	2	1	2	0	0	1	0	2	1	0	1	0	109
x1+x2+x3	2	2	2	1	3	2	1	1	2	1	0	0	0	1	111
x1+x2	1	1	0	0	1	0	1	2	2	1	2	1	0	0	75
x1+x2	1	1	0	0	2	1	0	1	1	2	1	0	1	0	77
x1+x2	1	1	0	0	3	1	2	0	1	2	2	0	0	1	74
x1+x2	2	2	0	1	1	0	1	2	2	1	2	1	0	0	76
x1+x2	2	2	0	1	2	1	0	1	1	2	1	0	1	0	78
x1+x2	2	2	0	1	3	1	2	0	1	2	2	0	0	1	73
x1+x3	1	0	1	0	1	1	1	0	0	1	0	1	0	0	101
x1+x3	1	0	1	0	2	0	1	0	0	0	0	0	1	0	5
x1+x3	1	0	1	0	3	1	1	0	1	1	2	0	0	1	99
x1+x3	2	0	2	1	1	1	1	0	0	1	0	1	0	0	64
x1+x3	2	0	2	1	2	0	1	0	0	0	0	0	1	0	5
x1+x3	2	0	2	1	3	1	1	0	1	1	2	0	0	1	13
