label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	2	1	1	0	1	1	2	0	0	97
x1	1	0	0	0	2	0	2	0	0	0	0	0	2	0	82
x1	1	0	0	0	3	0	2	1	0	2	0	0	0	1	100
x1	2	0	0	1	1	2	1	1	0	1	1	2	0	0	54
x1	2	0	0	1	2	0	2	0	0	0	0	0	2	0	82
x1	2	0	0	1	3	0	2	1	0	2	0	0	0	1	97
x2	0	1	0	0	1	1	0	1	2	0	1	2	0	0	83
x2	0	1	0	0	2	0	2	0	0	0	0	0	2	0	78
x2	0	1	0	0	3	1	0	0	1	0	2	0	0	1	82
x2	0	2	0	1	1	1	0	1	2	0	1	2	0	0	78
x2	0	2	0	1	2	0	2	0	0	0	0	0	2	0	100
x2	0	2	0	1	3	1	0	0	1	0	2	0	0	1	78
x3	0	0	1	0	1	1	2	0	2	2	0	2	0	0	66
x3	0	0	1	0	2	1	2	0	1	0	0	0	2	0	64
x3	0	0	1	0	3	1	1	1	1	1	0	0	0	1	72
x3	0	0	2	1	1	1	2	0	2	2	0	2	0	0	66
x3	0	0	2	1	2	1	2	0	1	0	0	0	2	0	65
x3	0	0	2	1	3	1	1	1	1	1	0	0	0	1	67
x1+x2+x3	1	1	1	0	1	2	1	2	0	1	2	2	0	0	108
x1+x2+x3	1	1	1	0	2	0	1	1	0	2	1	0	2	0	148
x1+x2+x3	1	1	1	0	3	1	2	1	1	2	0	0	0	1	107
x1+x2+x3	2	2	2	1	1	2	1	2	0	1	2	2	0	0	146
x1+x2+x3	2	2	2	1	2	0	1	1	0	2	1	0	2	0	108
x1+x2+x3	2	2	2	1	3	1	2	1	1	2	0	0	0	1	109
x1+x2	1	1	0	0	1	2	0	2	0	0	2	2	0	0	65
x1+x2	1	1	0	0	2	1	1	1	1	2	1	0	2	0	68
x1+x2	1	1	0	0	3	2	1	2	2	1	1	0	0	1	63
x1+x2	2	2	0	1	1	2	0	2	0	0	2	2	0	0	64
x1+x2	2	2	0	1	2	1	1	1	1	2	1	0	2	0	69
x1+x2	2	2	0	1	3	2	1	2	2	1	1	0	0	1	63
x1+x3	1	0	1	0	1	2	0	0	0	0	0	2	0	0	85
x1+x3	1	0	1	0	2	1	2	2	1	0	2	0	2	0	99
x1+x3	1	0	1	0	3	0	0	1	0	0	0	0	0	1	98
x1+x3	2	0	2	1	1	2	0	0	0	0	0	2	0	0	88
x1+x3	2	0	2	1	2	1	2	2	1	0	2	0	2	0	103
x1+x3	2	0	2	1	3	0	0	1	0	0	0	0	0	1	110
