label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	2	1	0	0	1	0	2	0	0	219
x1	1	0	0	0	2	0	0	2	0	2	2	0	1	0	221
x1	1	0	0	0	3	0	0	0	0	0	2	0	0	1	221
x1	2	0	0	1	1	2	1	0	0	1	0	2	0	0	230
x1	2	0	0	1	2	0	0	2	0	2	2	0	1	0	217
x1	2	0	0	1	3	0	0	0	0	0	2	0	0	1	223
x2	0	1	0	0	1	2	0	0	0	0	0	2	0	0	37
x2	0	1	0	0	2	1	1	0	1	0	0	0	1	0	49
x2	0	1	0	0	3	1	0	0	1	0	2	0	0	1	41
x2	0	2	0	1	1	2	0	0	0	0	0	2	0	0	36
x2	0	2	0	1	2	1	1	0	1	0	0	0	1	0	48
x2	0	2	0	1	3	1	0	0	1	0	2	0	0	1	41
x3	0	0	1	0	1	1	0	0	2	0	0	2	0	0	75
x3	0	0	1	0	2	2	1	0	2	0	0	0	1	0	76
x3	0	0	1	0	3	0	1	1	0	1	0	0	0	1	85
x3	0	0	2	1	1	1	0	0	2	0	0	2	0	0	77
x3	0	0	2	1	2	2	1	0	2	0	0	0	1	0	77
x3	0	0	2	1	3	0	1	1	0	1	0	0	0	1	85
x1+x2+x3	1	1	1	0	1	0	1	1	1	1	1	2	0	0	85
x1+x2+x3	1	1	1	0	2	2	2	0	2	1	0	0	1	0	93
x1+x2+x3	1	1	1	0	3	2	2	0	2	2	2	0	0	1	91
x1+x2+x3	2	2	2	1	1	0	1	1	1	1	1	2	0	0	84
x1+x2+x3	2	2	2	1	2	2	2	0	2	1	0	0	1	0	94
x1+x2+x3	2	2	2	1	3	2	2	0	2	2	2	0	0	1	91
x1+x2	1	1	0	0	1	0	2	2	1	2	2	2	0	0	160
x1+x2	1	1	0	0	2	1	0	0	1	2	0	0	1	0	163
x1+x2	1	1	0	0	3	1	2	0	1	2	2	0	0	1	18
x1+x2	2	2	0	1	1	0	2	2	1	2	2	2	0	0	155
x1+x2	2	2	0	1	2	1	0	0	1	2	0	0	1	0	162
x1+x2	2	2	0	1	3	1	2	0	1	2	2	0	0	1	157
x1+x3	1	0	1	0	1	0	0	2	1	0	2	2	0	0	96
x1+x3	1	0	1	0	2	0	2	0	0	1	0	0	1	0	98
x1+x3	1	0	1	0	3	0	0	1	0	0	0	0	0	1	88
x1+x3	2	0	2	1	1	0	0	2	1	0	2	2	0	0	106
x1+x3	2	0	2	1	2	0	2	0	0	1	0	0	1	0	109
x1+x3	2	0	2	1	3	0	0	1	0	0	0	0	0	1	89
