label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	2	1	2	0	1	2	2	0	0	149
x1	1	0	0	0	2	0	0	2	0	1	2	0	2	0	152
x1	1	0	0	0	3	0	0	1	0	0	0	0	0	1	142
x1	2	0	0	1	1	2	1	2	0	1	2	2	0	0	153
x1	2	0	0	1	2	0	0	2	0	1	2	0	2	0	150
x1	2	0	0	1	3	0	0	1	0	0	0	0	0	1	143
x2	0	1	0	0	1	0	0	2	1	0	2	2	0	0	133
x2	0	1	0	0	2	1	2	2	1	0	2	0	2	0	131
x2	0	1	0	0	3	0	0	2	0	0	1	0	0	1	135
x2	0	2	0	1	1	0	0	2	1	0	2	2	0	0	136
x2	0	2	0	1	2	1	2	2	1	0	2	0	2	0	135
x2	0	2	0	1	3	0	0	2	0	0	1	0	0	1	134
x3	0	0	1	0	1	2	1	0	0	1	0	2	0	0	60
x3	0	0	1	0	2	2	2	0	2	0	0	0	2	0	60
x3	0	0	1	0	3	0	0	1	0	0	0	0	0	1	57
x3	0	0	2	1	1	2	1	0	0	1	0	2	0	0	62
x3	0	0	2	1	2	2	2	0	2	0	0	0	2	0	60
x3	0	0	2	1	3	0	0	1	0	0	0	0	0	1	100
x1+x2+x3	1	1	1	0	1	0	0	2	1	0	2	2	0	0	67
x1+x2+x3	1	1	1	0	2	1	1	0	1	2	0	0	2	0	66
x1+x2+x3	1	1	1	0	3	2	0	2	2	0	1	0	0	1	76
x1+x2+x3	2	2	2	1	1	0	0	2	1	0	2	2	0	0	74
x1+x2+x3	2	2	2	1	2	1	1	0	1	2	0	0	2	0	75
x1+x2+x3	2	2	2	1	3	2	0	2	2	0	1	0	0	1	64
x1+x2	1	1	0	0	1	1	1	2	2	1	2	2	0	0	121
x1+x2	1	1	0	0	2	1	1	1	1	2	1	0	2	0	117
x1+x2	1	1	0	0	3	0	0	1	0	0	0	0	0	1	112
x1+x2	2	2	0	1	1	1	1	2	2	1	2	2	0	0	115
x1+x2	2	2	0	1	2	1	1	1	1	2	1	0	2	0	117
x1+x2	2	2	0	1	3	0	0	1	0	0	0	0	0	1	118
x1+x3	1	0	1	0	1	2	2	0	0	2	0	2	0	0	133
x1+x3	1	0	1	0	2	0	2	0	0	0	0	0	2	0	113
x1+x3	1	0	1	0	3	2	2	2	2	2	1	0	0	1	128
x1+x3	2	0	2	1	1	2	2	0	0	2	0	2	0	0	124
x1+x3	2	0	2	1	2	0	2	0	0	0	0	0	2	0	111
x1+x3	2	0	2	1	3	2	2	2	2	2	1	0	0	1	125
