label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	0	2	1	0	2	1	0	0	0	78
x1	1	0	0	0	2	0	0	1	0	2	1	0	1	0	88
x1	1	0	0	0	3	0	0	1	0	0	0	0	0	1	82
x1	2	0	0	1	1	0	2	1	0	2	1	0	0	0	89
x1	2	0	0	1	2	0	0	1	0	2	1	0	1	0	91
x1	2	0	0	1	3	0	0	1	0	0	0	0	0	1	80
x2	0	1	0	0	1	1	0	0	1	0	0	0	0	0	129
x2	0	1	0	0	2	1	1	0	1	0	0	0	1	0	127
x2	0	1	0	0	3	2	0	1	2	0	0	0	0	1	144
x2	0	2	0	1	1	1	0	0	1	0	0	0	0	0	61
x2	0	2	0	1	2	1	1	0	1	0	0	0	1	0	125
x2	0	2	0	1	3	2	0	1	2	0	0	0	0	1	128
x3	0	0	1	0	1	2	0	0	2	0	0	0	0	0	85
x3	0	0	1	0	2	0	1	0	0	0	0	0	1	0	73
x3	0	0	1	0	3	2	1	1	2	1	0	0	0	1	85
x3	0	0	2	1	1	2	0	0	2	0	0	0	0	0	82
x3	0	0	2	1	2	0	1	0	0	0	0	0	1	0	73
x3	0	0	2	1	3	2	1	1	2	1	0	0	0	1	84
x1+x2+x3	1	1	1	0	1	2	1	0	2	1	0	0	0	0	126
x1+x2+x3	1	1	1	0	2	0	1	0	0	0	0	0	1	0	64
x1+x2+x3	1	1	1	0	3	2	2	0	2	2	2	0	0	1	127
x1+x2+x3	2	2	2	1	1	2	1	0	2	1	0	0	0	0	127
x1+x2+x3	2	2	2	1	2	0	1	0	0	0	0	0	1	0	64
x1+x2+x3	2	2	2	1	3	2	2	0	2	2	2	0	0	1	128
x1+x2	1	1	0	0	1	2	1	2	2	1	2	0	0	0	138
x1+x2	1	1	0	0	2	1	0	1	1	2	1	0	1	0	138
x1+x2	1	1	0	0	3	2	1	2	2	1	1	0	0	1	136
x1+x2	2	2	0	1	1	2	1	2	2	1	2	0	0	0	139
x1+x2	2	2	0	1	2	1	0	1	1	2	1	0	1	0	139
x1+x2	2	2	0	1	3	2	1	2	2	1	1	0	0	1	137
x1+x3	1	0	1	0	1	1	2	2	1	2	2	0	0	0	71
x1+x3	1	0	1	0	2	2	1	1	2	0	1	0	1	0	64
x1+x3	1	0	1	0	3	1	2	0	1	2	2	0	0	1	93
x1+x3	2	0	2	1	1	1	2	2	1	2	2	0	0	0	92
x1+x3	2	0	2	1	2	2	1	1	2	0	1	0	1	0	64
x1+x3	2	0	2	1	3	1	2	0	1	2	2	0	0	1	93
