label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	0	1	2	0	1	2	0	0	0	100
x1	1	0	0	0	2	0	2	0	0	1	0	0	1	0	114
x1	1	0	0	0	3	0	0	1	0	0	0	0	0	1	87
x1	2	0	0	1	1	0	1	2	0	1	2	0	0	0	96
x1	2	0	0	1	2	0	2	0	0	1	0	0	1	0	83
x1	2	0	0	1	3	0	0	1	0	0	0	0	0	1	80
x2	0	1	0	0	1	2	0	0	2	0	0	0	0	0	86
x2	0	1	0	0	2	1	1	1	1	0	1	0	1	0	99
x2	0	1	0	0	3	1	0	2	1	0	1	0	0	1	91
x2	0	2	0	1	1	2	0	0	2	0	0	0	0	0	94
x2	0	2	0	1	2	1	1	1	1	0	1	0	1	0	91
x2	0	2	0	1	3	1	0	2	1	0	1	0	0	1	86
x3	0	0	1	0	1	0	2	0	0	2	0	0	0	0	73
x3	0	0	1	0	2	1	0	0	1	2	0	0	1	0	81
x3	0	0	1	0	3	0	0	1	0	0	0	0	0	1	67
x3	0	0	2	1	1	0	2	0	0	2	0	0	0	0	72
x3	0	0	2	1	2	1	0	0	1	2	0	0	1	0	78
x3	0	0	2	1	3	0	0	1	0	0	0	0	0	1	66
x1+x2+x3	1	1	1	0	1	0	1	2	0	1	2	0	0	0	173
x1+x2+x3	1	1	1	0	2	2	1	1	2	0	1	0	1	0	61
x1+x2+x3	1	1	1	0	3	1	1	2	1	1	1	0	0	1	194
x1+x2+x3	2	2	2	1	1	0	1	2	0	1	2	0	0	0	219
x1+x2+x3	2	2	2	1	2	2	1	1	2	0	1	0	1	0	171
x1+x2+x3	2	2	2	1	3	1	1	2	1	1	1	0	0	1	167
x1+x2	1	1	0	0	1	1	2	1	1	2	1	0	0	0	184
x1+x2	1	1	0	0	2	2	2	2	2	1	2	0	1	0	155
x1+x2	1	1	0	0	3	1	2	1	1	2	0	0	0	1	176
x1+x2	2	2	0	1	1	1	2	1	1	2	1	0	0	0	176
x1+x2	2	2	0	1	2	2	2	2	2	1	2	0	1	0	176
x1+x2	2	2	0	1	3	1	2	1	1	2	0	0	0	1	175
x1+x3	1	0	1	0	1	1	0	2	1	0	2	0	0	0	132
x1+x3	1	0	1	0	2	1	2	2	1	1	2	0	1	0	135
x1+x3	1	0	1	0	3	2	1	2	2	1	1	0	0	1	128
x1+x3	2	0	2	1	1	1	0	2	1	0	2	0	0	0	132
x1+x3	2	0	2	1	2	1	2	2	1	1	2	0	1	0	134
x1+x3	2	0	2	1	3	2	1	2	2	1	1	0	0	1	136
