label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	1	2	1	0	2	1	1	0	0	113
x1	1	0	0	0	2	0	2	1	0	0	1	0	2	0	138
x1	1	0	0	0	3	0	0	1	0	0	2	0	0	2	143
x1	2	0	0	1	1	1	2	1	0	2	1	1	0	0	134
x1	2	0	0	1	2	0	2	1	0	0	1	0	2	0	110
x1	2	0	0	1	3	0	0	1	0	0	2	0	0	2	117
x2	0	1	0	0	1	0	0	0	2	0	0	1	0	0	71
x2	0	1	0	0	2	0	2	2	0	0	2	0	2	0	94
x2	0	1	0	0	3	2	0	1	2	0	2	0	0	2	84
x2	0	2	0	1	1	0	0	0	2	0	0	1	0	0	69
x2	0	2	0	1	2	0	2	2	0	0	2	0	2	0	85
x2	0	2	0	1	3	2	0	1	2	0	2	0	0	2	74
x3	0	0	1	0	1	2	2	0	1	2	0	1	0	0	94
x3	0	0	1	0	2	1	0	0	1	1	0	0	2	0	82
x3	0	0	1	0	3	1	0	2	1	0	0	0	0	2	85
x3	0	0	2	1	1	2	2	0	1	2	0	1	0	0	93
x3	0	0	2	1	2	1	0	0	1	1	0	0	2	0	110
x3	0	0	2	1	3	1	0	2	1	0	0	0	0	2	90
x1+x2+x3	1	1	1	0	1	2	2	0	1	2	0	1	0	0	127
x1+x2+x3	1	1	1	0	2	2	0	0	2	1	0	0	2	0	150
x1+x2+x3	1	1	1	0	3	0	0	2	0	0	0	0	0	2	152
x1+x2+x3	2	2	2	1	1	2	2	0	1	2	0	1	0	0	146
x1+x2+x3	2	2	2	1	2	2	0	0	2	1	0	0	2	0	127
x1+x2+x3	2	2	2	1	3	0	0	2	0	0	0	0	0	2	150
x1+x2	1	1	0	0	1	2	2	1	1	2	1	1	0	0	116
x1+x2	1	1	0	0	2	1	1	1	1	2	1	0	2	0	111
x1+x2	1	1	0	0	3	2	1	1	2	1	2	0	0	2	122
x1+x2	2	2	0	1	1	2	2	1	1	2	1	1	0	0	131
x1+x2	2	2	0	1	2	1	1	1	1	2	1	0	2	0	98
x1+x2	2	2	0	1	3	2	1	1	2	1	2	0	0	2	109
x1+x3	1	0	1	0	1	2	2	2	1	2	2	1	0	0	136
x1+x3	1	0	1	0	2	0	0	0	0	1	0	0	2	0	156
x1+x3	1	0	1	0	3	0	0	2	0	0	0	0	0	2	6
x1+x3	2	0	2	1	1	2	2	2	1	2	2	1	0	0	141
x1+x3	2	0	2	1	2	0	0	0	0	1	0	0	2	0	142
x1+x3	2	0	2	1	3	0	0	2	0	0	0	0	0	2	7
