label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	2	0	0	0	0	0	2	0	0	102
x1	1	0	0	0	2	0	1	0	0	0	0	0	1	0	101
x1	1	0	0	0	3	0	1	0	0	1	2	0	0	1	100
x1	2	0	0	1	1	2	0	0	0	0	0	2	0	0	107
x1	2	0	0	1	2	0	1	0	0	0	0	0	1	0	108
x1	2	0	0	1	3	0	1	0	0	1	2	0	0	1	15
x2	0	1	0	0	1	2	0	1	0	0	1	2	0	0	50
x2	0	1	0	0	2	2	1	0	2	0	0	0	1	0	53
x2	0	1	0	0	3	2	0	1	2	0	0	0	0	1	52
x2	0	2	0	1	1	2	0	1	0	0	1	2	0	0	59
x2	0	2	0	1	2	2	1	0	2	0	0	0	1	0	55
x2	0	2	0	1	3	2	0	1	2	0	0	0	0	1	53
x3	0	0	1	0	1	1	1	0	2	1	0	2	0	0	106
x3	0	0	1	0	2	0	1	0	0	0	0	0	1	0	2
x3	0	0	1	0	3	1	0	1	1	0	0	0	0	1	111
x3	0	0	2	1	1	1	1	0	2	1	0	2	0	0	30
x3	0	0	2	1	2	0	1	0	0	0	0	0	1	0	3
x3	0	0	2	1	3	1	0	1	1	0	0	0	0	1	34
x1+x2+x3	1	1	1	0	1	1	1	0	2	1	0	2	0	0	64
x1+x2+x3	1	1	1	0	2	0	2	2	0	1	2	0	1	0	66
x1+x2+x3	1	1	1	0	3	0	0	1	0	0	0	0	0	1	51
x1+x2+x3	2	2	2	1	1	1	1	0	2	1	0	2	0	0	63
x1+x2+x3	2	2	2	1	2	0	2	2	0	1	2	0	1	0	65
x1+x2+x3	2	2	2	1	3	0	0	1	0	0	0	0	0	1	51
x1+x2	1	1	0	0	1	1	1	2	2	1	2	2	0	0	170
x1+x2	1	1	0	0	2	1	0	0	1	2	0	0	1	0	158
x1+x2	1	1	0	0	3	1	2	1	1	2	0	0	0	1	92
x1+x2	2	2	0	1	1	1	1	2	2	1	2	2	0	0	169
x1+x2	2	2	0	1	2	1	0	0	1	2	0	0	1	0	160
x1+x2	2	2	0	1	3	1	2	1	1	2	0	0	0	1	159
x1+x3	1	0	1	0	1	0	1	2	1	1	2	2	0	0	158
x1+x3	1	0	1	0	2	0	0	0	0	2	0	0	1	0	163
x1+x3	1	0	1	0	3	1	0	0	1	0	2	0	0	1	158
x1+x3	2	0	2	1	1	0	1	2	1	1	2	2	0	0	156
x1+x3	2	0	2	1	2	0	0	0	0	2	0	0	1	0	163
x1+x3	2	0	2	1	3	1	0	0	1	0	2	0	0	1	158
