label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	1	0	1	0	0	1	1	0	0	202
x1	1	0	0	0	2	0	2	0	0	1	0	0	1	0	205
x1	1	0	0	0	3	0	0	2	0	0	1	0	0	1	241
x1	2	0	0	1	1	1	0	1	0	0	1	1	0	0	221
x1	2	0	0	1	2	0	2	0	0	1	0	0	1	0	228
x1	2	0	0	1	3	0	0	2	0	0	1	0	0	1	211
x2	0	1	0	0	1	0	0	0	2	0	0	1	0	0	205
x2	0	1	0	0	2	2	1	1	2	0	1	0	1	0	220
x2	0	1	0	0	3	0	0	0	0	0	2	0	0	1	203
x2	0	2	0	1	1	0	0	0	2	0	0	1	0	0	216
x2	0	2	0	1	2	2	1	1	2	0	1	0	1	0	198
x2	0	2	0	1	3	0	0	0	0	0	2	0	0	1	205
x3	0	0	1	0	1	0	2	0	2	2	0	1	0	0	86
x3	0	0	1	0	2	2	2	0	2	1	0	0	1	0	77
x3	0	0	1	0	3	1	0	1	1	0	0	0	0	1	79
x3	0	0	2	1	1	0	2	0	2	2	0	1	0	0	77
x3	0	0	2	1	2	2	2	0	2	1	0	0	1	0	79
x3	0	0	2	1	3	1	0	1	1	0	0	0	0	1	86
x1+x2+x3	1	1	1	0	1	0	2	2	2	2	2	1	0	0	214
x1+x2+x3	1	1	1	0	2	0	0	1	0	2	1	0	1	0	218
x1+x2+x3	1	1	1	0	3	1	1	2	1	1	1	0	0	1	222
x1+x2+x3	2	2	2	1	1	0	2	2	2	2	2	1	0	0	219
x1+x2+x3	2	2	2	1	2	0	0	1	0	2	1	0	1	0	234
x1+x2+x3	2	2	2	1	3	1	1	2	1	1	1	0	0	1	212
x1+x2	1	1	0	0	1	1	0	1	0	0	1	1	0	0	343
x1+x2	1	1	0	0	2	0	1	2	0	0	2	0	1	0	348
x1+x2	1	1	0	0	3	0	0	2	0	0	1	0	0	1	258
x1+x2	2	2	0	1	1	1	0	1	0	0	1	1	0	0	352
x1+x2	2	2	0	1	2	0	1	2	0	0	2	0	1	0	31
x1+x2	2	2	0	1	3	0	0	2	0	0	1	0	0	1	367
x1+x3	1	0	1	0	1	0	2	1	2	2	1	1	0	0	207
x1+x3	1	0	1	0	2	2	2	1	2	1	1	0	1	0	219
x1+x3	1	0	1	0	3	2	1	2	2	1	1	0	0	1	245
x1+x3	2	0	2	1	1	0	2	1	2	2	1	1	0	0	201
x1+x3	2	0	2	1	2	2	2	1	2	1	1	0	1	0	227
x1+x3	2	0	2	1	3	2	1	2	2	1	1	0	0	1	222
