label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	2	1	1	0	1	1	2	0	0	223
x1	1	0	0	0	2	0	2	2	0	0	2	0	2	0	195
x1	1	0	0	0	3	0	0	1	0	0	0	0	0	1	192
x1	2	0	0	1	1	2	1	1	0	1	1	2	0	0	219
x1	2	0	0	1	2	0	2	2	0	0	2	0	2	0	221
x1	2	0	0	1	3	0	0	1	0	0	0	0	0	1	183
x2	0	1	0	0	1	2	0	0	0	0	0	2	0	0	166
x2	0	1	0	0	2	1	2	2	1	0	2	0	2	0	138
x2	0	1	0	0	3	1	0	0	1	0	2	0	0	1	154
x2	0	2	0	1	1	2	0	0	0	0	0	2	0	0	177
x2	0	2	0	1	2	1	2	2	1	0	2	0	2	0	170
x2	0	2	0	1	3	1	0	0	1	0	2	0	0	1	153
x3	0	0	1	0	1	2	1	0	0	1	0	2	0	0	269
x3	0	0	1	0	2	1	1	0	1	2	0	0	2	0	289
x3	0	0	1	0	3	0	2	1	0	2	0	0	0	1	238
x3	0	0	2	1	1	2	1	0	0	1	0	2	0	0	235
x3	0	0	2	1	2	1	1	0	1	2	0	0	2	0	238
x3	0	0	2	1	3	0	2	1	0	2	0	0	0	1	296
x1+x2+x3	1	1	1	0	1	1	0	1	2	0	1	2	0	0	119
x1+x2+x3	1	1	1	0	2	1	2	2	1	0	2	0	2	0	105
x1+x2+x3	1	1	1	0	3	1	0	0	1	0	2	0	0	1	111
x1+x2+x3	2	2	2	1	1	1	0	1	2	0	1	2	0	0	109
x1+x2+x3	2	2	2	1	2	1	2	2	1	0	2	0	2	0	120
x1+x2+x3	2	2	2	1	3	1	0	0	1	0	2	0	0	1	125
x1+x2	1	1	0	0	1	0	2	1	1	2	1	2	0	0	99
x1+x2	1	1	0	0	2	2	0	1	2	1	1	0	2	0	84
x1+x2	1	1	0	0	3	1	2	1	1	2	0	0	0	1	118
x1+x2	2	2	0	1	1	0	2	1	1	2	1	2	0	0	91
x1+x2	2	2	0	1	2	2	0	1	2	1	1	0	2	0	117
x1+x2	2	2	0	1	3	1	2	1	1	2	0	0	0	1	148
x1+x3	1	0	1	0	1	0	2	2	1	2	2	2	0	0	159
x1+x3	1	0	1	0	2	2	0	1	2	1	1	0	2	0	142
x1+x3	1	0	1	0	3	2	1	2	2	1	1	0	0	1	141
x1+x3	2	0	2	1	1	0	2	2	1	2	2	2	0	0	136
x1+x3	2	0	2	1	2	2	0	1	2	1	1	0	2	0	146
x1+x3	2	0	2	1	3	2	1	2	2	1	1	0	0	1	127
