label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	1	2	1	0	2	1	1	0	0	76
x1	1	0	0	0	2	0	0	2	0	2	2	0	1	0	72
x1	1	0	0	0	3	0	1	2	0	1	1	0	0	1	75
x1	2	0	0	1	1	1	2	1	0	2	1	1	0	0	76
x1	2	0	0	1	2	0	0	2	0	2	2	0	1	0	83
x1	2	0	0	1	3	0	1	2	0	1	1	0	0	1	68
x2	0	1	0	0	1	2	0	2	1	0	2	1	0	0	62
x2	0	1	0	0	2	2	1	2	2	0	2	0	1	0	48
x2	0	1	0	0	3	1	0	1	1	0	0	0	0	1	61
x2	0	2	0	1	1	2	0	2	1	0	2	1	0	0	62
x2	0	2	0	1	2	2	1	2	2	0	2	0	1	0	47
x2	0	2	0	1	3	1	0	1	1	0	0	0	0	1	62
x3	0	0	1	0	1	2	2	0	1	2	0	1	0	0	76
x3	0	0	1	0	2	2	1	0	2	0	0	0	1	0	76
x3	0	0	1	0	3	0	0	1	0	0	0	0	0	1	62
x3	0	0	2	1	1	2	2	0	1	2	0	1	0	0	77
x3	0	0	2	1	2	2	1	0	2	0	0	0	1	0	75
x3	0	0	2	1	3	0	0	1	0	0	0	0	0	1	62
x1+x2+x3	1	1	1	0	1	2	2	0	1	2	0	1	0	0	78
x1+x2+x3	1	1	1	0	2	1	1	2	1	0	2	0	1	0	84
x1+x2+x3	1	1	1	0	3	2	0	2	2	0	1	0	0	1	88
x1+x2+x3	2	2	2	1	1	2	2	0	1	2	0	1	0	0	84
x1+x2+x3	2	2	2	1	2	1	1	2	1	0	2	0	1	0	78
x1+x2+x3	2	2	2	1	3	2	0	2	2	0	1	0	0	1	81
x1+x2	1	1	0	0	1	1	0	1	0	0	1	1	0	0	77
x1+x2	1	1	0	0	2	2	2	2	2	1	2	0	1	0	60
x1+x2	1	1	0	0	3	0	0	1	0	0	0	0	0	1	54
x1+x2	2	2	0	1	1	1	0	1	0	0	1	1	0	0	80
x1+x2	2	2	0	1	2	2	2	2	2	1	2	0	1	0	79
x1+x2	2	2	0	1	3	0	0	1	0	0	0	0	0	1	52
x1+x3	1	0	1	0	1	2	0	2	1	0	2	1	0	0	117
x1+x3	1	0	1	0	2	0	1	0	0	0	0	0	1	0	102
x1+x3	1	0	1	0	3	1	2	0	1	2	2	0	0	1	118
x1+x3	2	0	2	1	1	2	0	2	1	0	2	1	0	0	117
x1+x3	2	0	2	1	2	0	1	0	0	0	0	0	1	0	102
x1+x3	2	0	2	1	3	1	2	0	1	2	2	0	0	1	120
