label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	0	2	2	0	2	2	0	0	0	180
x1	1	0	0	0	2	0	0	0	0	2	0	0	1	0	191
x1	1	0	0	0	3	0	2	0	0	2	2	0	0	1	164
x1	2	0	0	1	1	0	2	2	0	2	2	0	0	0	168
x1	2	0	0	1	2	0	0	0	0	2	0	0	1	0	178
x1	2	0	0	1	3	0	2	0	0	2	2	0	0	1	172
x2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	69
x2	0	1	0	0	2	2	1	0	2	0	0	0	1	0	95
x2	0	1	0	0	3	2	0	0	2	0	2	0	0	1	91
x2	0	2	0	1	1	0	0	0	0	0	0	0	0	0	80
x2	0	2	0	1	2	2	1	0	2	0	0	0	1	0	96
x2	0	2	0	1	3	2	0	0	2	0	2	0	0	1	86
x3	0	0	1	0	1	2	2	0	2	2	0	0	0	0	102
x3	0	0	1	0	2	2	1	0	2	0	0	0	1	0	87
x3	0	0	1	0	3	2	0	1	2	0	0	0	0	1	87
x3	0	0	2	1	1	2	2	0	2	2	0	0	0	0	105
x3	0	0	2	1	2	2	1	0	2	0	0	0	1	0	102
x3	0	0	2	1	3	2	0	1	2	0	0	0	0	1	96
x1+x2+x3	1	1	1	0	1	1	0	2	1	0	2	0	0	0	267
x1+x2+x3	1	1	1	0	2	1	0	0	1	2	0	0	1	0	267
x1+x2+x3	1	1	1	0	3	0	2	2	0	2	1	0	0	1	279
x1+x2+x3	2	2	2	1	1	1	0	2	1	0	2	0	0	0	298
x1+x2+x3	2	2	2	1	2	1	0	0	1	2	0	0	1	0	284
x1+x2+x3	2	2	2	1	3	0	2	2	0	2	1	0	0	1	276
x1+x2	1	1	0	0	1	1	2	0	1	2	0	0	0	0	145
x1+x2	1	1	0	0	2	2	2	0	2	1	0	0	1	0	104
x1+x2	1	1	0	0	3	0	0	0	0	0	2	0	0	1	170
x1+x2	2	2	0	1	1	1	2	0	1	2	0	0	0	0	152
x1+x2	2	2	0	1	2	2	2	0	2	1	0	0	1	0	116
x1+x2	2	2	0	1	3	0	0	0	0	0	2	0	0	1	150
x1+x3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	140
x1+x3	1	0	1	0	2	2	1	1	2	0	1	0	1	0	162
x1+x3	1	0	1	0	3	2	1	2	2	1	1	0	0	1	167
x1+x3	2	0	2	1	1	0	0	0	0	0	0	0	0	0	159
x1+x3	2	0	2	1	2	2	1	1	2	0	1	0	1	0	189
x1+x3	2	0	2	1	3	2	1	2	2	1	1	0	0	1	155
