label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	1	0	2	0	0	2	1	0	0	177
x1	1	0	0	0	2	0	0	1	0	2	1	0	1	0	85
x1	1	0	0	0	3	0	2	2	0	2	1	0	0	1	78
x1	2	0	0	1	1	1	0	2	0	0	2	1	0	0	177
x1	2	0	0	1	2	0	0	1	0	2	1	0	1	0	79
x1	2	0	0	1	3	0	2	2	0	2	1	0	0	1	78
x2	0	1	0	0	1	0	0	1	2	0	1	1	0	0	162
x2	0	1	0	0	2	1	1	1	1	0	1	0	1	0	163
x2	0	1	0	0	3	1	0	0	1	0	2	0	0	1	245
x2	0	2	0	1	1	0	0	1	2	0	1	1	0	0	241
x2	0	2	0	1	2	1	1	1	1	0	1	0	1	0	193
x2	0	2	0	1	3	1	0	0	1	0	2	0	0	1	142
x3	0	0	1	0	1	2	1	0	1	1	0	1	0	0	78
x3	0	0	1	0	2	1	0	0	1	2	0	0	1	0	87
x3	0	0	1	0	3	2	0	1	2	0	0	0	0	1	114
x3	0	0	2	1	1	2	1	0	1	1	0	1	0	0	83
x3	0	0	2	1	2	1	0	0	1	2	0	0	1	0	80
x3	0	0	2	1	3	2	0	1	2	0	0	0	0	1	111
x1+x2+x3	1	1	1	0	1	2	0	2	1	0	2	1	0	0	89
x1+x2+x3	1	1	1	0	2	1	2	1	1	1	1	0	1	0	89
x1+x2+x3	1	1	1	0	3	2	0	2	2	0	1	0	0	1	90
x1+x2+x3	2	2	2	1	1	2	0	2	1	0	2	1	0	0	89
x1+x2+x3	2	2	2	1	2	1	2	1	1	1	1	0	1	0	94
x1+x2+x3	2	2	2	1	3	2	0	2	2	0	1	0	0	1	104
x1+x2	1	1	0	0	1	1	0	2	0	0	2	1	0	0	90
x1+x2	1	1	0	0	2	1	0	2	1	2	2	0	1	0	89
x1+x2	1	1	0	0	3	2	1	0	2	1	2	0	0	1	90
x1+x2	2	2	0	1	1	1	0	2	0	0	2	1	0	0	91
x1+x2	2	2	0	1	2	1	0	2	1	2	2	0	1	0	89
x1+x2	2	2	0	1	3	2	1	0	2	1	2	0	0	1	88
x1+x3	1	0	1	0	1	1	1	0	0	1	0	1	0	0	10
x1+x3	1	0	1	0	2	0	0	0	0	2	0	0	1	0	7
x1+x3	1	0	1	0	3	0	1	1	0	1	0	0	0	1	33
x1+x3	2	0	2	1	1	1	1	0	0	1	0	1	0	0	9
x1+x3	2	0	2	1	2	0	0	0	0	2	0	0	1	0	9
x1+x3	2	0	2	1	3	0	1	1	0	1	0	0	0	1	217
