label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	102
x1	1	0	0	0	2	0	1	2	0	2	2	0	2	0	68
x1	1	0	0	0	3	0	1	2	0	1	1	0	0	1	102
x1	2	0	0	1	1	1	0	0	0	0	0	1	0	0	100
x1	2	0	0	1	2	0	1	2	0	2	2	0	2	0	105
x1	2	0	0	1	3	0	1	2	0	1	1	0	0	1	72
x2	0	1	0	0	1	2	0	2	1	0	2	1	0	0	48
x2	0	1	0	0	2	2	2	0	2	0	0	0	2	0	49
x2	0	1	0	0	3	0	0	0	0	0	2	0	0	1	50
x2	0	2	0	1	1	2	0	2	1	0	2	1	0	0	49
x2	0	2	0	1	2	2	2	0	2	0	0	0	2	0	51
x2	0	2	0	1	3	0	0	0	0	0	2	0	0	1	50
x3	0	0	1	0	1	0	2	0	2	2	0	1	0	0	61
x3	0	0	1	0	2	0	1	0	0	2	0	0	2	0	62
x3	0	0	1	0	3	2	2	1	2	2	0	0	0	1	62
x3	0	0	2	1	1	0	2	0	2	2	0	1	0	0	61
x3	0	0	2	1	2	0	1	0	0	2	0	0	2	0	62
x3	0	0	2	1	3	2	2	1	2	2	0	0	0	1	62
x1+x2+x3	1	1	1	0	1	2	1	1	1	1	1	1	0	0	115
x1+x2+x3	1	1	1	0	2	0	2	0	0	0	0	0	2	0	102
x1+x2+x3	1	1	1	0	3	2	1	1	2	1	0	0	0	1	116
x1+x2+x3	2	2	2	1	1	2	1	1	1	1	1	1	0	0	114
x1+x2+x3	2	2	2	1	2	0	2	0	0	0	0	0	2	0	102
x1+x2+x3	2	2	2	1	3	2	1	1	2	1	0	0	0	1	115
x1+x2	1	1	0	0	1	0	1	0	2	1	0	1	0	0	52
x1+x2	1	1	0	0	2	1	1	1	1	2	1	0	2	0	52
x1+x2	1	1	0	0	3	2	1	1	2	1	0	0	0	1	53
x1+x2	2	2	0	1	1	0	1	0	2	1	0	1	0	0	52
x1+x2	2	2	0	1	2	1	1	1	1	2	1	0	2	0	57
x1+x2	2	2	0	1	3	2	1	1	2	1	0	0	0	1	52
x1+x3	1	0	1	0	1	1	2	0	0	2	0	1	0	0	50
x1+x3	1	0	1	0	2	1	2	2	1	0	2	0	2	0	52
x1+x3	1	0	1	0	3	0	1	1	0	1	0	0	0	1	52
x1+x3	2	0	2	1	1	1	2	0	0	2	0	1	0	0	51
x1+x3	2	0	2	1	2	1	2	2	1	0	2	0	2	0	47
x1+x3	2	0	2	1	3	0	1	1	0	1	0	0	0	1	50
