label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	1	0	2	0	0	2	1	0	0	269
x1	1	0	0	0	2	0	0	2	0	1	2	0	2	0	251
x1	1	0	0	0	3	0	1	0	0	1	2	0	0	1	221
x1	2	0	0	1	1	1	0	2	0	0	2	1	0	0	252
x1	2	0	0	1	2	0	0	2	0	1	2	0	2	0	251
x1	2	0	0	1	3	0	1	0	0	1	2	0	0	1	232
x2	0	1	0	0	1	1	0	0	0	0	0	1	0	0	233
x2	0	1	0	0	2	0	2	2	0	0	2	0	2	0	218
x2	0	1	0	0	3	2	0	2	2	0	1	0	0	1	216
x2	0	2	0	1	1	1	0	0	0	0	0	1	0	0	202
x2	0	2	0	1	2	0	2	2	0	0	2	0	2	0	150
x2	0	2	0	1	3	2	0	2	2	0	1	0	0	1	206
x3	0	0	1	0	1	1	1	0	0	1	0	1	0	0	137
x3	0	0	1	0	2	1	2	0	1	0	0	0	2	0	178
x3	0	0	1	0	3	1	1	1	1	1	0	0	0	1	142
x3	0	0	2	1	1	1	1	0	0	1	0	1	0	0	125
x3	0	0	2	1	2	1	2	0	1	0	0	0	2	0	132
x3	0	0	2	1	3	1	1	1	1	1	0	0	0	1	159
x1+x2+x3	1	1	1	0	1	1	0	0	0	0	0	1	0	0	122
x1+x2+x3	1	1	1	0	2	0	2	0	0	0	0	0	2	0	165
x1+x2+x3	1	1	1	0	3	0	2	2	0	2	1	0	0	1	185
x1+x2+x3	2	2	2	1	1	1	0	0	0	0	0	1	0	0	122
x1+x2+x3	2	2	2	1	2	0	2	0	0	0	0	0	2	0	128
x1+x2+x3	2	2	2	1	3	0	2	2	0	2	1	0	0	1	158
x1+x2	1	1	0	0	1	2	2	2	1	2	2	1	0	0	186
x1+x2	1	1	0	0	2	0	2	0	0	0	0	0	2	0	114
x1+x2	1	1	0	0	3	1	2	0	1	2	2	0	0	1	137
x1+x2	2	2	0	1	1	2	2	2	1	2	2	1	0	0	110
x1+x2	2	2	0	1	2	0	2	0	0	0	0	0	2	0	139
x1+x2	2	2	0	1	3	1	2	0	1	2	2	0	0	1	44
x1+x3	1	0	1	0	1	0	1	1	2	1	1	1	0	0	232
x1+x3	1	0	1	0	2	2	2	1	2	0	1	0	2	0	286
x1+x3	1	0	1	0	3	1	0	0	1	0	2	0	0	1	309
x1+x3	2	0	2	1	1	0	1	1	2	1	1	1	0	0	225
x1+x3	2	0	2	1	2	2	2	1	2	0	1	0	2	0	260
x1+x3	2	0	2	1	3	1	0	0	1	0	2	0	0	1	311
