label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	2	0	0	0	0	0	2	0	0	192
x1	1	0	0	0	2	0	1	0	0	0	0	0	1	0	194
x1	1	0	0	0	3	0	1	1	0	1	0	0	0	1	189
x1	2	0	0	1	1	2	0	0	0	0	0	2	0	0	196
x1	2	0	0	1	2	0	1	0	0	0	0	0	1	0	196
x1	2	0	0	1	3	0	1	1	0	1	0	0	0	1	193
x2	0	1	0	0	1	1	0	2	2	0	2	2	0	0	58
x2	0	1	0	0	2	1	1	2	1	0	2	0	1	0	50
x2	0	1	0	0	3	2	0	2	2	0	1	0	0	1	51
x2	0	2	0	1	1	1	0	2	2	0	2	2	0	0	58
x2	0	2	0	1	2	1	1	2	1	0	2	0	1	0	56
x2	0	2	0	1	3	2	0	2	2	0	1	0	0	1	57
x3	0	0	1	0	1	1	1	0	2	1	0	2	0	0	56
x3	0	0	1	0	2	0	1	0	0	0	0	0	1	0	43
x3	0	0	1	0	3	0	2	1	0	2	0	0	0	1	62
x3	0	0	2	1	1	1	1	0	2	1	0	2	0	0	54
x3	0	0	2	1	2	0	1	0	0	0	0	0	1	0	42
x3	0	0	2	1	3	0	2	1	0	2	0	0	0	1	62
x1+x2+x3	1	1	1	0	1	0	1	1	1	1	1	2	0	0	55
x1+x2+x3	1	1	1	0	2	0	2	2	0	1	2	0	1	0	71
x1+x2+x3	1	1	1	0	3	1	0	0	1	0	2	0	0	1	68
x1+x2+x3	2	2	2	1	1	0	1	1	1	1	1	2	0	0	78
x1+x2+x3	2	2	2	1	2	0	2	2	0	1	2	0	1	0	72
x1+x2+x3	2	2	2	1	3	1	0	0	1	0	2	0	0	1	69
x1+x2	1	1	0	0	1	0	2	0	1	2	0	2	0	0	110
x1+x2	1	1	0	0	2	0	1	0	0	0	0	0	1	0	100
x1+x2	1	1	0	0	3	1	2	1	1	2	0	0	0	1	108
x1+x2	2	2	0	1	1	0	2	0	1	2	0	2	0	0	112
x1+x2	2	2	0	1	2	0	1	0	0	0	0	0	1	0	98
x1+x2	2	2	0	1	3	1	2	1	1	2	0	0	0	1	106
x1+x3	1	0	1	0	1	0	1	2	1	1	2	2	0	0	104
x1+x3	1	0	1	0	2	0	1	0	0	0	0	0	1	0	97
x1+x3	1	0	1	0	3	2	1	2	2	1	1	0	0	1	112
x1+x3	2	0	2	1	1	0	1	2	1	1	2	2	0	0	105
x1+x3	2	0	2	1	2	0	1	0	0	0	0	0	1	0	96
x1+x3	2	0	2	1	3	2	1	2	2	1	1	0	0	1	113
