label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	2	1	0	0	1	0	2	0	0	113
x1	1	0	0	0	2	0	2	1	0	0	1	0	2	0	113
x1	1	0	0	0	3	0	1	0	0	1	2	0	0	1	113
x1	2	0	0	1	1	2	1	0	0	1	0	2	0	0	130
x1	2	0	0	1	2	0	2	1	0	0	1	0	2	0	113
x1	2	0	0	1	3	0	1	0	0	1	2	0	0	1	112
x2	0	1	0	0	1	1	0	0	2	0	0	2	0	0	120
x2	0	1	0	0	2	2	2	0	2	0	0	0	2	0	97
x2	0	1	0	0	3	1	0	1	1	0	0	0	0	1	114
x2	0	2	0	1	1	1	0	0	2	0	0	2	0	0	133
x2	0	2	0	1	2	2	2	0	2	0	0	0	2	0	138
x2	0	2	0	1	3	1	0	1	1	0	0	0	0	1	110
x3	0	0	1	0	1	0	2	0	1	2	0	2	0	0	132
x3	0	0	1	0	2	1	1	0	1	2	0	0	2	0	47
x3	0	0	1	0	3	2	0	1	2	0	0	0	0	1	146
x3	0	0	2	1	1	0	2	0	1	2	0	2	0	0	131
x3	0	0	2	1	2	1	1	0	1	2	0	0	2	0	149
x3	0	0	2	1	3	2	0	1	2	0	0	0	0	1	162
x1+x2+x3	1	1	1	0	1	2	1	2	0	1	2	2	0	0	213
x1+x2+x3	1	1	1	0	2	2	2	1	2	0	1	0	2	0	202
x1+x2+x3	1	1	1	0	3	0	0	1	0	0	0	0	0	1	183
x1+x2+x3	2	2	2	1	1	2	1	2	0	1	2	2	0	0	209
x1+x2+x3	2	2	2	1	2	2	2	1	2	0	1	0	2	0	183
x1+x2+x3	2	2	2	1	3	0	0	1	0	0	0	0	0	1	184
x1+x2	1	1	0	0	1	2	0	1	0	0	1	2	0	0	132
x1+x2	1	1	0	0	2	0	2	0	0	0	0	0	2	0	9
x1+x2	1	1	0	0	3	0	0	2	0	0	1	0	0	1	187
x1+x2	2	2	0	1	1	2	0	1	0	0	1	2	0	0	16
x1+x2	2	2	0	1	2	0	2	0	0	0	0	0	2	0	6
x1+x2	2	2	0	1	3	0	0	2	0	0	1	0	0	1	146
x1+x3	1	0	1	0	1	2	2	0	0	2	0	2	0	0	100
x1+x3	1	0	1	0	2	0	2	0	0	0	0	0	2	0	83
x1+x3	1	0	1	0	3	2	2	2	2	2	1	0	0	1	112
x1+x3	2	0	2	1	1	2	2	0	0	2	0	2	0	0	113
x1+x3	2	0	2	1	2	0	2	0	0	0	0	0	2	0	85
x1+x3	2	0	2	1	3	2	2	2	2	2	1	0	0	1	108
