label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	1	2	2	0	2	2	1	0	0	141
x1	1	0	0	0	2	0	2	1	0	0	1	0	2	0	187
x1	1	0	0	0	3	0	2	1	0	2	0	0	0	1	175
x1	2	0	0	1	1	1	2	2	0	2	2	1	0	0	154
x1	2	0	0	1	2	0	2	1	0	0	1	0	2	0	197
x1	2	0	0	1	3	0	2	1	0	2	0	0	0	1	185
x2	0	1	0	0	1	2	0	2	1	0	2	1	0	0	173
x2	0	1	0	0	2	1	2	0	1	0	0	0	2	0	187
x2	0	1	0	0	3	0	0	2	0	0	1	0	0	1	146
x2	0	2	0	1	1	2	0	2	1	0	2	1	0	0	2388
x2	0	2	0	1	2	1	2	0	1	0	0	0	2	0	158
x2	0	2	0	1	3	0	0	2	0	0	1	0	0	1	199
x3	0	0	1	0	1	0	1	0	2	1	0	1	0	0	109
x3	0	0	1	0	2	1	1	0	1	2	0	0	2	0	107
x3	0	0	1	0	3	0	2	1	0	2	0	0	0	1	92
x3	0	0	2	1	1	0	1	0	2	1	0	1	0	0	107
x3	0	0	2	1	2	1	1	0	1	2	0	0	2	0	96
x3	0	0	2	1	3	0	2	1	0	2	0	0	0	1	77
x1+x2+x3	1	1	1	0	1	1	1	2	0	1	2	1	0	0	94
x1+x2+x3	1	1	1	0	2	2	1	2	2	2	2	0	2	0	122
x1+x2+x3	1	1	1	0	3	2	2	0	2	2	2	0	0	1	108
x1+x2+x3	2	2	2	1	1	1	1	2	0	1	2	1	0	0	79
x1+x2+x3	2	2	2	1	2	2	1	2	2	2	2	0	2	0	120
x1+x2+x3	2	2	2	1	3	2	2	0	2	2	2	0	0	1	116
x1+x2	1	1	0	0	1	1	0	0	0	0	0	1	0	0	158
x1+x2	1	1	0	0	2	2	0	1	2	1	1	0	2	0	187
x1+x2	1	1	0	0	3	1	2	1	1	2	0	0	0	1	118
x1+x2	2	2	0	1	1	1	0	0	0	0	0	1	0	0	157
x1+x2	2	2	0	1	2	2	0	1	2	1	1	0	2	0	183
x1+x2	2	2	0	1	3	1	2	1	1	2	0	0	0	1	161
x1+x3	1	0	1	0	1	2	2	2	1	2	2	1	0	0	226
x1+x3	1	0	1	0	2	0	0	0	0	1	0	0	2	0	236
x1+x3	1	0	1	0	3	2	1	2	2	1	1	0	0	1	247
x1+x3	2	0	2	1	1	2	2	2	1	2	2	1	0	0	214
x1+x3	2	0	2	1	2	0	0	0	0	1	0	0	2	0	198
x1+x3	2	0	2	1	3	2	1	2	2	1	1	0	0	1	237
