label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	0	1	1	0	1	1	0	0	0	55
x1	1	0	0	0	2	0	1	0	0	2	0	0	2	0	24
x1	1	0	0	0	3	0	1	1	0	1	0	0	0	1	30
x1	2	0	0	1	1	0	1	1	0	1	1	0	0	0	112
x1	2	0	0	1	2	0	1	0	0	2	0	0	2	0	148
x1	2	0	0	1	3	0	1	1	0	1	0	0	0	1	42
x2	0	1	0	0	1	2	0	2	2	0	2	0	0	0	43
x2	0	1	0	0	2	2	2	2	2	0	2	0	2	0	44
x2	0	1	0	0	3	0	0	0	0	0	2	0	0	1	43
x2	0	2	0	1	1	2	0	2	2	0	2	0	0	0	42
x2	0	2	0	1	2	2	2	2	2	0	2	0	2	0	48
x2	0	2	0	1	3	0	0	0	0	0	2	0	0	1	45
x3	0	0	1	0	1	2	2	0	2	2	0	0	0	0	98
x3	0	0	1	0	2	0	0	0	0	1	0	0	2	0	41
x3	0	0	1	0	3	2	0	1	2	0	0	0	0	1	41
x3	0	0	2	1	1	2	2	0	2	2	0	0	0	0	93
x3	0	0	2	1	2	0	0	0	0	1	0	0	2	0	42
x3	0	0	2	1	3	2	0	1	2	0	0	0	0	1	41
x1+x2+x3	1	1	1	0	1	1	0	2	1	0	2	0	0	0	88
x1+x2+x3	1	1	1	0	2	1	2	2	1	0	2	0	2	0	92
x1+x2+x3	1	1	1	0	3	2	0	2	2	0	1	0	0	1	90
x1+x2+x3	2	2	2	1	1	1	0	2	1	0	2	0	0	0	54
x1+x2+x3	2	2	2	1	2	1	2	2	1	0	2	0	2	0	130
x1+x2+x3	2	2	2	1	3	2	0	2	2	0	1	0	0	1	100
x1+x2	1	1	0	0	1	1	2	0	1	2	0	0	0	0	55
x1+x2	1	1	0	0	2	1	1	2	1	2	2	0	2	0	58
x1+x2	1	1	0	0	3	2	1	0	2	1	2	0	0	1	78
x1+x2	2	2	0	1	1	1	2	0	1	2	0	0	0	0	54
x1+x2	2	2	0	1	2	1	1	2	1	2	2	0	2	0	75
x1+x2	2	2	0	1	3	2	1	0	2	1	2	0	0	1	85
x1+x3	1	0	1	0	1	1	1	2	1	1	2	0	0	0	112
x1+x3	1	0	1	0	2	0	1	0	0	2	0	0	2	0	70
x1+x3	1	0	1	0	3	1	0	0	1	0	2	0	0	1	78
x1+x3	2	0	2	1	1	1	1	2	1	1	2	0	0	0	148
x1+x3	2	0	2	1	2	0	1	0	0	2	0	0	2	0	150
x1+x3	2	0	2	1	3	1	0	0	1	0	2	0	0	1	149
