label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	0	0	2	0	0	2	0	0	0	111
x1	1	0	0	0	2	0	1	0	0	0	0	0	1	0	106
x1	1	0	0	0	3	0	2	1	0	2	0	0	0	1	99
x1	2	0	0	1	1	0	0	2	0	0	2	0	0	0	115
x1	2	0	0	1	2	0	1	0	0	0	0	0	1	0	112
x1	2	0	0	1	3	0	2	1	0	2	0	0	0	1	106
x2	0	1	0	0	1	0	0	2	0	0	2	0	0	0	57
x2	0	1	0	0	2	0	1	1	0	0	1	0	1	0	55
x2	0	1	0	0	3	1	0	1	1	0	0	0	0	1	61
x2	0	2	0	1	1	0	0	2	0	0	2	0	0	0	57
x2	0	2	0	1	2	0	1	1	0	0	1	0	1	0	57
x2	0	2	0	1	3	1	0	1	1	0	0	0	0	1	63
x3	0	0	1	0	1	1	2	0	1	2	0	0	0	0	81
x3	0	0	1	0	2	2	1	0	2	0	0	0	1	0	75
x3	0	0	1	0	3	2	0	1	2	0	0	0	0	1	77
x3	0	0	2	1	1	1	2	0	1	2	0	0	0	0	73
x3	0	0	2	1	2	2	1	0	2	0	0	0	1	0	84
x3	0	0	2	1	3	2	0	1	2	0	0	0	0	1	77
x1+x2+x3	1	1	1	0	1	1	2	0	1	2	0	0	0	0	134
x1+x2+x3	1	1	1	0	2	1	1	2	1	0	2	0	1	0	118
x1+x2+x3	1	1	1	0	3	0	2	2	0	2	1	0	0	1	121
x1+x2+x3	2	2	2	1	1	1	2	0	1	2	0	0	0	0	129
x1+x2+x3	2	2	2	1	2	1	1	2	1	0	2	0	1	0	118
x1+x2+x3	2	2	2	1	3	0	2	2	0	2	1	0	0	1	122
x1+x2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	6
x1+x2	1	1	0	0	2	2	2	2	2	1	2	0	1	0	114
x1+x2	1	1	0	0	3	2	1	0	2	1	2	0	0	1	76
x1+x2	2	2	0	1	1	0	0	0	0	0	0	0	0	0	6
x1+x2	2	2	0	1	2	2	2	2	2	1	2	0	1	0	98
x1+x2	2	2	0	1	3	2	1	0	2	1	2	0	0	1	95
x1+x3	1	0	1	0	1	2	1	1	2	1	1	0	0	0	116
x1+x3	1	0	1	0	2	2	1	1	2	0	1	0	1	0	101
x1+x3	1	0	1	0	3	1	1	0	1	1	2	0	0	1	108
x1+x3	2	0	2	1	1	2	1	1	2	1	1	0	0	0	111
x1+x3	2	0	2	1	2	2	1	1	2	0	1	0	1	0	100
x1+x3	2	0	2	1	3	1	1	0	1	1	2	0	0	1	106
