label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	1	2	1	0	2	1	1	0	0	371
x1	1	0	0	0	2	0	0	0	0	2	0	0	1	0	333
x1	1	0	0	0	3	0	0	2	0	0	1	0	0	1	337
x1	2	0	0	1	1	1	2	1	0	2	1	1	0	0	313
x1	2	0	0	1	2	0	0	0	0	2	0	0	1	0	354
x1	2	0	0	1	3	0	0	2	0	0	1	0	0	1	301
x2	0	1	0	0	1	1	0	1	0	0	1	1	0	0	255
x2	0	1	0	0	2	1	1	0	1	0	0	0	1	0	272
x2	0	1	0	0	3	0	0	0	0	0	2	0	0	1	280
x2	0	2	0	1	1	1	0	1	0	0	1	1	0	0	277
x2	0	2	0	1	2	1	1	0	1	0	0	0	1	0	284
x2	0	2	0	1	3	0	0	0	0	0	2	0	0	1	286
x3	0	0	1	0	1	2	2	0	1	2	0	1	0	0	190
x3	0	0	1	0	2	1	0	0	1	2	0	0	1	0	140
x3	0	0	1	0	3	2	0	1	2	0	0	0	0	1	155
x3	0	0	2	1	1	2	2	0	1	2	0	1	0	0	149
x3	0	0	2	1	2	1	0	0	1	2	0	0	1	0	189
x3	0	0	2	1	3	2	0	1	2	0	0	0	0	1	184
x1+x2+x3	1	1	1	0	1	0	1	0	2	1	0	1	0	0	354
x1+x2+x3	1	1	1	0	2	2	0	2	2	2	2	0	1	0	321
x1+x2+x3	1	1	1	0	3	2	2	0	2	2	2	0	0	1	297
x1+x2+x3	2	2	2	1	1	0	1	0	2	1	0	1	0	0	343
x1+x2+x3	2	2	2	1	2	2	0	2	2	2	2	0	1	0	280
x1+x2+x3	2	2	2	1	3	2	2	0	2	2	2	0	0	1	295
x1+x2	1	1	0	0	1	0	1	1	2	1	1	1	0	0	182
x1+x2	1	1	0	0	2	1	0	0	1	2	0	0	1	0	160
x1+x2	1	1	0	0	3	0	0	1	0	0	0	0	0	1	125
x1+x2	2	2	0	1	1	0	1	1	2	1	1	1	0	0	162
x1+x2	2	2	0	1	2	1	0	0	1	2	0	0	1	0	155
x1+x2	2	2	0	1	3	0	0	1	0	0	0	0	0	1	125
x1+x3	1	0	1	0	1	2	0	2	1	0	2	1	0	0	217
x1+x3	1	0	1	0	2	1	0	2	1	2	2	0	1	0	240
x1+x3	1	0	1	0	3	0	2	1	0	2	0	0	0	1	239
x1+x3	2	0	2	1	1	2	0	2	1	0	2	1	0	0	231
x1+x3	2	0	2	1	2	1	0	2	1	2	2	0	1	0	237
x1+x3	2	0	2	1	3	0	2	1	0	2	0	0	0	1	229
