label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	2	1	1	0	1	1	2	0	0	163
x1	1	0	0	0	2	0	2	2	0	0	2	0	2	0	160
x1	1	0	0	0	3	0	2	1	0	2	2	0	0	2	173
x1	2	0	0	1	1	2	1	1	0	1	1	2	0	0	160
x1	2	0	0	1	2	0	2	2	0	0	2	0	2	0	207
x1	2	0	0	1	3	0	2	1	0	2	2	0	0	2	218
x2	0	1	0	0	1	1	0	1	2	0	1	2	0	0	147
x2	0	1	0	0	2	1	2	0	1	0	0	0	2	0	118
x2	0	1	0	0	3	0	0	0	0	0	1	0	0	2	116
x2	0	2	0	1	1	1	0	1	2	0	1	2	0	0	128
x2	0	2	0	1	2	1	2	0	1	0	0	0	2	0	102
x2	0	2	0	1	3	0	0	0	0	0	1	0	0	2	110
x3	0	0	1	0	1	0	0	0	1	0	0	2	0	0	88
x3	0	0	1	0	2	0	1	0	0	2	0	0	2	0	90
x3	0	0	1	0	3	1	0	2	1	0	0	0	0	2	81
x3	0	0	2	1	1	0	0	0	1	0	0	2	0	0	87
x3	0	0	2	1	2	0	1	0	0	2	0	0	2	0	89
x3	0	0	2	1	3	1	0	2	1	0	0	0	0	2	100
x1+x2+x3	1	1	1	0	1	0	0	2	1	0	2	2	0	0	30
x1+x2+x3	1	1	1	0	2	1	0	1	1	1	1	0	2	0	29
x1+x2+x3	1	1	1	0	3	2	1	2	2	1	0	0	0	2	19
x1+x2+x3	2	2	2	1	1	0	0	2	1	0	2	2	0	0	29
x1+x2+x3	2	2	2	1	2	1	0	1	1	1	1	0	2	0	34
x1+x2+x3	2	2	2	1	3	2	1	2	2	1	0	0	0	2	35
x1+x2	1	1	0	0	1	2	0	2	0	0	2	2	0	0	119
x1+x2	1	1	0	0	2	2	0	2	2	1	2	0	2	0	104
x1+x2	1	1	0	0	3	1	2	1	1	2	2	0	0	2	92
x1+x2	2	2	0	1	1	2	0	2	0	0	2	2	0	0	93
x1+x2	2	2	0	1	2	2	0	2	2	1	2	0	2	0	91
x1+x2	2	2	0	1	3	1	2	1	1	2	2	0	0	2	100
x1+x3	1	0	1	0	1	1	2	1	2	2	1	2	0	0	114
x1+x3	1	0	1	0	2	1	2	2	1	0	2	0	2	0	109
x1+x3	1	0	1	0	3	0	1	2	0	1	0	0	0	2	100
x1+x3	2	0	2	1	1	1	2	1	2	2	1	2	0	0	120
x1+x3	2	0	2	1	2	1	2	2	1	0	2	0	2	0	109
x1+x3	2	0	2	1	3	0	1	2	0	1	0	0	0	2	95
