label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	187
x1	1	0	0	0	2	0	2	2	0	0	2	0	2	0	209
x1	1	0	0	0	3	0	0	0	0	0	1	0	0	2	148
x1	2	0	0	1	1	0	1	0	0	1	0	0	0	0	184
x1	2	0	0	1	2	0	2	2	0	0	2	0	2	0	141
x1	2	0	0	1	3	0	0	0	0	0	1	0	0	2	159
x2	0	1	0	0	1	0	0	1	0	0	1	0	0	0	157
x2	0	1	0	0	2	2	2	0	2	0	0	0	2	0	181
x2	0	1	0	0	3	0	0	2	0	0	0	0	0	2	156
x2	0	2	0	1	1	0	0	1	0	0	1	0	0	0	173
x2	0	2	0	1	2	2	2	0	2	0	0	0	2	0	170
x2	0	2	0	1	3	0	0	2	0	0	0	0	0	2	150
x3	0	0	1	0	1	1	1	0	1	1	0	0	0	0	163
x3	0	0	1	0	2	2	0	0	2	1	0	0	2	0	158
x3	0	0	1	0	3	1	2	2	1	2	0	0	0	2	123
x3	0	0	2	1	1	1	1	0	1	1	0	0	0	0	148
x3	0	0	2	1	2	2	0	0	2	1	0	0	2	0	151
x3	0	0	2	1	3	1	2	2	1	2	0	0	0	2	157
x1+x2+x3	1	1	1	0	1	0	2	1	0	2	1	0	0	0	129
x1+x2+x3	1	1	1	0	2	1	1	0	1	2	0	0	2	0	121
x1+x2+x3	1	1	1	0	3	1	1	0	1	1	1	0	0	2	110
x1+x2+x3	2	2	2	1	1	0	2	1	0	2	1	0	0	0	118
x1+x2+x3	2	2	2	1	2	1	1	0	1	2	0	0	2	0	122
x1+x2+x3	2	2	2	1	3	1	1	0	1	1	1	0	0	2	134
x1+x2	1	1	0	0	1	2	1	0	2	1	0	0	0	0	190
x1+x2	1	1	0	0	2	0	2	2	0	0	2	0	2	0	171
x1+x2	1	1	0	0	3	0	0	1	0	0	2	0	0	2	228
x1+x2	2	2	0	1	1	2	1	0	2	1	0	0	0	0	189
x1+x2	2	2	0	1	2	0	2	2	0	0	2	0	2	0	129
x1+x2	2	2	0	1	3	0	0	1	0	0	2	0	0	2	148
x1+x3	1	0	1	0	1	1	0	2	1	0	2	0	0	0	120
x1+x3	1	0	1	0	2	0	1	0	0	2	0	0	2	0	113
x1+x3	1	0	1	0	3	1	0	1	1	0	2	0	0	2	100
x1+x3	2	0	2	1	1	1	0	2	1	0	2	0	0	0	133
x1+x3	2	0	2	1	2	0	1	0	0	2	0	0	2	0	127
x1+x3	2	0	2	1	3	1	0	1	1	0	2	0	0	2	125
