label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	2	2	2	0	2	2	2	0	0	22
x1	1	0	0	0	2	0	0	0	0	1	0	0	2	0	26
x1	1	0	0	0	3	0	0	0	0	0	2	0	0	1	20
x1	2	0	0	1	1	2	2	2	0	2	2	2	0	0	22
x1	2	0	0	1	2	0	0	0	0	1	0	0	2	0	22
x1	2	0	0	1	3	0	0	0	0	0	2	0	0	1	28
x2	0	1	0	0	1	1	0	1	2	0	1	2	0	0	134
x2	0	1	0	0	2	0	2	0	0	0	0	0	2	0	123
x2	0	1	0	0	3	2	0	2	2	0	1	0	0	1	136
x2	0	2	0	1	1	1	0	1	2	0	1	2	0	0	137
x2	0	2	0	1	2	0	2	0	0	0	0	0	2	0	124
x2	0	2	0	1	3	2	0	2	2	0	1	0	0	1	136
x3	0	0	1	0	1	0	0	0	1	0	0	2	0	0	44
x3	0	0	1	0	2	1	0	0	1	1	0	0	2	0	59
x3	0	0	1	0	3	2	2	1	2	2	0	0	0	1	58
x3	0	0	2	1	1	0	0	0	1	0	0	2	0	0	45
x3	0	0	2	1	2	1	0	0	1	1	0	0	2	0	56
x3	0	0	2	1	3	2	2	1	2	2	0	0	0	1	53
x1+x2+x3	1	1	1	0	1	2	2	1	0	2	1	2	0	0	90
x1+x2+x3	1	1	1	0	2	1	1	0	1	2	0	0	2	0	90
x1+x2+x3	1	1	1	0	3	2	1	1	2	1	0	0	0	1	91
x1+x2+x3	2	2	2	1	1	2	2	1	0	2	1	2	0	0	90
x1+x2+x3	2	2	2	1	2	1	1	0	1	2	0	0	2	0	93
x1+x2+x3	2	2	2	1	3	2	1	1	2	1	0	0	0	1	86
x1+x2	1	1	0	0	1	1	1	1	2	1	1	2	0	0	85
x1+x2	1	1	0	0	2	0	2	1	0	0	1	0	2	0	82
x1+x2	1	1	0	0	3	2	1	1	2	1	0	0	0	1	89
x1+x2	2	2	0	1	1	1	1	1	2	1	1	2	0	0	86
x1+x2	2	2	0	1	2	0	2	1	0	0	1	0	2	0	87
x1+x2	2	2	0	1	3	2	1	1	2	1	0	0	0	1	89
x1+x3	1	0	1	0	1	0	1	2	1	1	2	2	0	0	161
x1+x3	1	0	1	0	2	1	2	2	1	0	2	0	2	0	95
x1+x3	1	0	1	0	3	2	2	2	2	2	1	0	0	1	159
x1+x3	2	0	2	1	1	0	1	2	1	1	2	2	0	0	159
x1+x3	2	0	2	1	2	1	2	2	1	0	2	0	2	0	156
x1+x3	2	0	2	1	3	2	2	2	2	2	1	0	0	1	162
