label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	0	0	2	0	0	2	0	0	0	55
x1	1	0	0	0	2	0	1	0	0	2	0	0	2	0	51
x1	1	0	0	0	3	0	1	1	0	1	0	0	0	1	52
x1	2	0	0	1	1	0	0	2	0	0	2	0	0	0	56
x1	2	0	0	1	2	0	1	0	0	2	0	0	2	0	53
x1	2	0	0	1	3	0	1	1	0	1	0	0	0	1	52
x2	0	1	0	0	1	2	0	1	2	0	1	0	0	0	240
x2	0	1	0	0	2	2	2	1	2	0	1	0	2	0	188
x2	0	1	0	0	3	0	0	0	0	0	2	0	0	1	164
x2	0	2	0	1	1	2	0	1	2	0	1	0	0	0	177
x2	0	2	0	1	2	2	2	1	2	0	1	0	2	0	178
x2	0	2	0	1	3	0	0	0	0	0	2	0	0	1	151
x3	0	0	1	0	1	2	2	0	2	2	0	0	0	0	70
x3	0	0	1	0	2	2	0	0	2	1	0	0	2	0	88
x3	0	0	1	0	3	2	0	1	2	0	0	0	0	1	67
x3	0	0	2	1	1	2	2	0	2	2	0	0	0	0	70
x3	0	0	2	1	2	2	0	0	2	1	0	0	2	0	87
x3	0	0	2	1	3	2	0	1	2	0	0	0	0	1	79
x1+x2+x3	1	1	1	0	1	1	1	1	1	1	1	0	0	0	167
x1+x2+x3	1	1	1	0	2	1	0	1	1	1	1	0	2	0	162
x1+x2+x3	1	1	1	0	3	1	2	1	1	2	0	0	0	1	149
x1+x2+x3	2	2	2	1	1	1	1	1	1	1	1	0	0	0	166
x1+x2+x3	2	2	2	1	2	1	0	1	1	1	1	0	2	0	172
x1+x2+x3	2	2	2	1	3	1	2	1	1	2	0	0	0	1	154
x1+x2	1	1	0	0	1	2	1	2	2	1	2	0	0	0	96
x1+x2	1	1	0	0	2	1	1	0	1	2	0	0	2	0	89
x1+x2	1	1	0	0	3	2	1	2	2	1	1	0	0	1	99
x1+x2	2	2	0	1	1	2	1	2	2	1	2	0	0	0	89
x1+x2	2	2	0	1	2	1	1	0	1	2	0	0	2	0	92
x1+x2	2	2	0	1	3	2	1	2	2	1	1	0	0	1	91
x1+x3	1	0	1	0	1	0	1	0	0	1	0	0	0	0	98
x1+x3	1	0	1	0	2	2	1	1	2	2	1	0	2	0	92
x1+x3	1	0	1	0	3	1	2	0	1	2	2	0	0	1	92
x1+x3	2	0	2	1	1	0	1	0	0	1	0	0	0	0	90
x1+x3	2	0	2	1	2	2	1	1	2	2	1	0	2	0	101
x1+x3	2	0	2	1	3	1	2	0	1	2	2	0	0	1	100
