label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	1	1	1	0	1	1	1	0	0	94
x1	1	0	0	0	2	0	0	0	0	2	0	0	1	0	91
x1	1	0	0	0	3	0	1	0	0	1	2	0	0	1	92
x1	2	0	0	1	1	1	1	1	0	1	1	1	0	0	103
x1	2	0	0	1	2	0	0	0	0	2	0	0	1	0	93
x1	2	0	0	1	3	0	1	0	0	1	2	0	0	1	97
x2	0	1	0	0	1	1	0	1	0	0	1	1	0	0	67
x2	0	1	0	0	2	1	1	0	1	0	0	0	1	0	74
x2	0	1	0	0	3	1	0	0	1	0	2	0	0	1	69
x2	0	2	0	1	1	1	0	1	0	0	1	1	0	0	67
x2	0	2	0	1	2	1	1	0	1	0	0	0	1	0	74
x2	0	2	0	1	3	1	0	0	1	0	2	0	0	1	67
x3	0	0	1	0	1	1	1	0	0	1	0	1	0	0	57
x3	0	0	1	0	2	1	2	0	1	1	0	0	1	0	58
x3	0	0	1	0	3	1	2	1	1	2	0	0	0	1	57
x3	0	0	2	1	1	1	1	0	0	1	0	1	0	0	67
x3	0	0	2	1	2	1	2	0	1	1	0	0	1	0	57
x3	0	0	2	1	3	1	2	1	1	2	0	0	0	1	66
x1+x2+x3	1	1	1	0	1	0	1	0	2	1	0	1	0	0	136
x1+x2+x3	1	1	1	0	2	2	1	1	2	0	1	0	1	0	134
x1+x2+x3	1	1	1	0	3	0	2	2	0	2	1	0	0	1	146
x1+x2+x3	2	2	2	1	1	0	1	0	2	1	0	1	0	0	137
x1+x2+x3	2	2	2	1	2	2	1	1	2	0	1	0	1	0	108
x1+x2+x3	2	2	2	1	3	0	2	2	0	2	1	0	0	1	146
x1+x2	1	1	0	0	1	1	0	2	0	0	2	1	0	0	96
x1+x2	1	1	0	0	2	1	0	1	1	2	1	0	1	0	106
x1+x2	1	1	0	0	3	0	0	1	0	0	0	0	0	1	93
x1+x2	2	2	0	1	1	1	0	2	0	0	2	1	0	0	93
x1+x2	2	2	0	1	2	1	0	1	1	2	1	0	1	0	107
x1+x2	2	2	0	1	3	0	0	1	0	0	0	0	0	1	93
x1+x3	1	0	1	0	1	1	0	0	0	0	0	1	0	0	101
x1+x3	1	0	1	0	2	1	1	2	1	0	2	0	1	0	99
x1+x3	1	0	1	0	3	1	0	0	1	0	2	0	0	1	103
x1+x3	2	0	2	1	1	1	0	0	0	0	0	1	0	0	22
x1+x3	2	0	2	1	2	1	1	2	1	0	2	0	1	0	101
x1+x3	2	0	2	1	3	1	0	0	1	0	2	0	0	1	104
