label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	107
x1	1	0	0	0	2	0	2	1	0	0	1	0	2	0	138
x1	1	0	0	0	3	0	0	0	0	0	2	0	0	1	114
x1	2	0	0	1	1	1	0	0	0	0	0	1	0	0	104
x1	2	0	0	1	2	0	2	1	0	0	1	0	2	0	110
x1	2	0	0	1	3	0	0	0	0	0	2	0	0	1	128
x2	0	1	0	0	1	0	0	1	2	0	1	1	0	0	118
x2	0	1	0	0	2	2	2	0	2	0	0	0	2	0	111
x2	0	1	0	0	3	1	0	1	1	0	0	0	0	1	95
x2	0	2	0	1	1	0	0	1	2	0	1	1	0	0	117
x2	0	2	0	1	2	2	2	0	2	0	0	0	2	0	105
x2	0	2	0	1	3	1	0	1	1	0	0	0	0	1	106
x3	0	0	1	0	1	2	2	0	1	2	0	1	0	0	157
x3	0	0	1	0	2	1	2	0	1	0	0	0	2	0	149
x3	0	0	1	0	3	0	0	1	0	0	0	0	0	1	5
x3	0	0	2	1	1	2	2	0	1	2	0	1	0	0	79
x3	0	0	2	1	2	1	2	0	1	0	0	0	2	0	151
x3	0	0	2	1	3	0	0	1	0	0	0	0	0	1	4
x1+x2+x3	1	1	1	0	1	0	2	2	2	2	2	1	0	0	241
x1+x2+x3	1	1	1	0	2	0	0	2	0	1	2	0	2	0	248
x1+x2+x3	1	1	1	0	3	2	0	2	2	0	1	0	0	1	257
x1+x2+x3	2	2	2	1	1	0	2	2	2	2	2	1	0	0	250
x1+x2+x3	2	2	2	1	2	0	0	2	0	1	2	0	2	0	292
x1+x2+x3	2	2	2	1	3	2	0	2	2	0	1	0	0	1	290
x1+x2	1	1	0	0	1	1	0	0	0	0	0	1	0	0	156
x1+x2	1	1	0	0	2	0	2	2	0	0	2	0	2	0	192
x1+x2	1	1	0	0	3	1	2	1	1	2	0	0	0	1	149
x1+x2	2	2	0	1	1	1	0	0	0	0	0	1	0	0	175
x1+x2	2	2	0	1	2	0	2	2	0	0	2	0	2	0	195
x1+x2	2	2	0	1	3	1	2	1	1	2	0	0	0	1	144
x1+x3	1	0	1	0	1	0	0	1	2	0	1	1	0	0	239
x1+x3	1	0	1	0	2	0	0	0	0	1	0	0	2	0	296
x1+x3	1	0	1	0	3	0	2	1	0	2	0	0	0	1	274
x1+x3	2	0	2	1	1	0	0	1	2	0	1	1	0	0	262
x1+x3	2	0	2	1	2	0	0	0	0	1	0	0	2	0	226
x1+x3	2	0	2	1	3	0	2	1	0	2	0	0	0	1	244
