label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	0	1	2	0	1	2	0	0	0	189
x1	1	0	0	0	2	0	2	0	0	0	0	0	2	0	170
x1	1	0	0	0	3	0	2	1	0	2	0	0	0	1	180
x1	2	0	0	1	1	0	1	2	0	1	2	0	0	0	247
x1	2	0	0	1	2	0	2	0	0	0	0	0	2	0	170
x1	2	0	0	1	3	0	2	1	0	2	0	0	0	1	193
x2	0	1	0	0	1	2	0	2	2	0	2	0	0	0	88
x2	0	1	0	0	2	1	2	0	1	0	0	0	2	0	90
x2	0	1	0	0	3	1	0	0	1	0	2	0	0	1	92
x2	0	2	0	1	1	2	0	2	2	0	2	0	0	0	86
x2	0	2	0	1	2	1	2	0	1	0	0	0	2	0	87
x2	0	2	0	1	3	1	0	0	1	0	2	0	0	1	113
x3	0	0	1	0	1	2	0	0	2	0	0	0	0	0	195
x3	0	0	1	0	2	1	2	0	1	0	0	0	2	0	189
x3	0	0	1	0	3	1	0	1	1	0	0	0	0	1	191
x3	0	0	2	1	1	2	0	0	2	0	0	0	0	0	207
x3	0	0	2	1	2	1	2	0	1	0	0	0	2	0	166
x3	0	0	2	1	3	1	0	1	1	0	0	0	0	1	161
x1+x2+x3	1	1	1	0	1	0	1	2	0	1	2	0	0	0	167
x1+x2+x3	1	1	1	0	2	2	1	2	2	2	2	0	2	0	186
x1+x2+x3	1	1	1	0	3	0	0	1	0	0	0	0	0	1	153
x1+x2+x3	2	2	2	1	1	0	1	2	0	1	2	0	0	0	164
x1+x2+x3	2	2	2	1	2	2	1	2	2	2	2	0	2	0	198
x1+x2+x3	2	2	2	1	3	0	0	1	0	0	0	0	0	1	162
x1+x2	1	1	0	0	1	1	2	1	1	2	1	0	0	0	181
x1+x2	1	1	0	0	2	2	0	2	2	1	2	0	2	0	327
x1+x2	1	1	0	0	3	2	1	1	2	1	0	0	0	1	170
x1+x2	2	2	0	1	1	1	2	1	1	2	1	0	0	0	193
x1+x2	2	2	0	1	2	2	0	2	2	1	2	0	2	0	339
x1+x2	2	2	0	1	3	2	1	1	2	1	0	0	0	1	192
x1+x3	1	0	1	0	1	0	2	0	0	2	0	0	0	0	262
x1+x3	1	0	1	0	2	1	0	2	1	1	2	0	2	0	259
x1+x3	1	0	1	0	3	0	1	1	0	1	0	0	0	1	257
x1+x3	2	0	2	1	1	0	2	0	0	2	0	0	0	0	250
x1+x3	2	0	2	1	2	1	0	2	1	1	2	0	2	0	259
x1+x3	2	0	2	1	3	0	1	1	0	1	0	0	0	1	162
