label	x1	x2	x3	doubled	input	d1	d2	d3	norm_only1	norm_only2	norm_only3	j1	j2	j3	elapsed_ms
x1	1	0	0	0	1	2	1	1	0	1	1	2	0	0	97
x1	1	0	0	0	2	0	1	2	0	0	2	0	1	0	87
x1	1	0	0	0	3	0	2	2	0	2	1	0	0	1	118
x1	2	0	0	1	1	2	1	1	0	1	1	2	0	0	97
x1	2	0	0	1	2	0	1	2	0	0	2	0	1	0	86
x1	2	0	0	1	3	0	2	2	0	2	1	0	0	1	106
x2	0	1	0	0	1	0	0	2	1	0	2	2	0	0	103
x2	0	1	0	0	2	2	1	2	2	0	2	0	1	0	100
x2	0	1	0	0	3	2	0	1	2	0	0	0	0	1	109
x2	0	2	0	1	1	0	0	2	1	0	2	2	0	0	99
x2	0	2	0	1	2	2	1	2	2	0	2	0	1	0	99
x2	0	2	0	1	3	2	0	1	2	0	0	0	0	1	106
x3	0	0	1	0	1	1	1	0	2	1	0	2	0	0	87
x3	0	0	1	0	2	0	1	0	0	0	0	0	1	0	132
x3	0	0	1	0	3	1	0	1	1	0	0	0	0	1	142
x3	0	0	2	1	1	1	1	0	2	1	0	2	0	0	89
x3	0	0	2	1	2	0	1	0	0	0	0	0	1	0	130
x3	0	0	2	1	3	1	0	1	1	0	0	0	0	1	88
x1+x2+x3	1	1	1	0	1	2	2	1	0	2	1	2	0	0	114
x1+x2+x3	1	1	1	0	2	1	2	1	1	1	1	0	1	0	102
x1+x2+x3	1	1	1	0	3	2	0	2	2	0	1	0	0	1	103
x1+x2+x3	2	2	2	1	1	2	2	1	0	2	1	2	0	0	116
x1+x2+x3	2	2	2	1	2	1	2	1	1	1	1	0	1	0	102
x1+x2+x3	2	2	2	1	3	2	0	2	2	0	1	0	0	1	105
x1+x2	1	1	0	0	1	1	1	0	2	1	0	2	0	0	146
x1+x2	1	1	0	0	2	1	0	2	1	2	2	0	1	0	173
x1+x2	1	1	0	0	3	0	0	2	0	0	1	0	0	1	146
x1+x2	2	2	0	1	1	1	1	0	2	1	0	2	0	0	164
x1+x2	2	2	0	1	2	1	0	2	1	2	2	0	1	0	169
x1+x2	2	2	0	1	3	0	0	2	0	0	1	0	0	1	147
x1+x3	1	0	1	0	1	2	1	0	0	1	0	2	0	0	65
x1+x3	1	0	1	0	2	1	2	2	1	1	2	0	1	0	73
x1+x3	1	0	1	0	3	2	0	2	2	0	1	0	0	1	77
x1+x3	2	0	2	1	1	2	1	0	0	1	0	2	0	0	83
x1+x3	2	0	2	1	2	1	2	2	1	1	2	0	1	0	91
x1+x3	2	0	2	1	3	2	0	2	2	0	1	0	0	1	62
